image_id,filename,relative_path,orig_split,width,height,mode,dominant_class_id,class_name,waste_stream
4383,img_4383.png,data\DSWD\DSWD\Test\Image\img_4383.png,Test,448,448,RGB,0,Other,Other
4396,img_4396.png,data\DSWD\DSWD\Test\Image\img_4396.png,Test,448,448,RGB,0,Other,Other
4455,img_4455.png,data\DSWD\DSWD\Test\Image\img_4455.png,Test,448,448,RGB,0,Other,Other
4465,img_4465.png,data\DSWD\DSWD\Test\Image\img_4465.png,Test,448,448,RGB,8,Plastic,Plastic
4536,img_4536.png,data\DSWD\DSWD\Test\Image\img_4536.png,Test,448,448,RGB,3,Thermocol,Plastic
4543,img_4543.png,data\DSWD\DSWD\Test\Image\img_4543.png,Test,448,448,RGB,3,Thermocol,Plastic
4626,img_4626.png,data\DSWD\DSWD\Test\Image\img_4626.png,Test,448,448,RGB,3,Thermocol,Plastic
4630,img_4630.png,data\DSWD\DSWD\Test\Image\img_4630.png,Test,448,448,RGB,3,Thermocol,Plastic
4725,img_4725.png,data\DSWD\DSWD\Test\Image\img_4725.png,Test,448,448,RGB,0,Other,Other
4726,img_4726.png,data\DSWD\DSWD\Test\Image\img_4726.png,Test,448,448,RGB,0,Other,Other
4791,img_4791.png,data\DSWD\DSWD\Test\Image\img_4791.png,Test,448,448,RGB,3,Thermocol,Plastic
4803,img_4803.png,data\DSWD\DSWD\Test\Image\img_4803.png,Test,448,448,RGB,3,Thermocol,Plastic
4866,img_4866.png,data\DSWD\DSWD\Test\Image\img_4866.png,Test,448,448,RGB,5,Plastic cardboard,Plastic
4875,img_4875.png,data\DSWD\DSWD\Test\Image\img_4875.png,Test,448,448,RGB,3,Thermocol,Plastic
4950,img_4950.png,data\DSWD\DSWD\Test\Image\img_4950.png,Test,448,448,RGB,3,Thermocol,Plastic
4956,img_4956.png,data\DSWD\DSWD\Test\Image\img_4956.png,Test,448,448,RGB,3,Thermocol,Plastic
5043,img_5043.png,data\DSWD\DSWD\Test\Image\img_5043.png,Test,448,448,RGB,5,Plastic cardboard,Plastic
5046,img_5046.png,data\DSWD\DSWD\Test\Image\img_5046.png,Test,448,448,RGB,5,Plastic cardboard,Plastic
511,img_511.png,data\DSWD\DSWD\Test\Image\img_511.png,Test,448,448,RGB,0,Other,Other
5131,img_5131.png,data\DSWD\DSWD\Test\Image\img_5131.png,Test,448,448,RGB,0,Other,Other
5145,img_5145.png,data\DSWD\DSWD\Test\Image\img_5145.png,Test,448,448,RGB,5,Plastic cardboard,Plastic
5200,img_5200.png,data\DSWD\DSWD\Test\Image\img_5200.png,Test,448,448,RGB,0,Other,Other
5211,img_5211.png,data\DSWD\DSWD\Test\Image\img_5211.png,Test,448,448,RGB,5,Plastic cardboard,Plastic
525,img_525.png,data\DSWD\DSWD\Test\Image\img_525.png,Test,448,448,RGB,0,Other,Other
5278,img_5278.png,data\DSWD\DSWD\Test\Image\img_5278.png,Test,448,448,RGB,0,Other,Other
5286,img_5286.png,data\DSWD\DSWD\Test\Image\img_5286.png,Test,448,448,RGB,0,Other,Other
5365,img_5365.png,data\DSWD\DSWD\Test\Image\img_5365.png,Test,448,448,RGB,5,Plastic cardboard,Plastic
5370,img_5370.png,data\DSWD\DSWD\Test\Image\img_5370.png,Test,448,448,RGB,5,Plastic cardboard,Plastic
5461,img_5461.png,data\DSWD\DSWD\Test\Image\img_5461.png,Test,448,448,RGB,0,Other,Other
5463,img_5463.png,data\DSWD\DSWD\Test\Image\img_5463.png,Test,448,448,RGB,0,Other,Other
5538,img_5538.png,data\DSWD\DSWD\Test\Image\img_5538.png,Test,448,448,RGB,0,Other,Other
5551,img_5551.png,data\DSWD\DSWD\Test\Image\img_5551.png,Test,448,448,RGB,0,Other,Other
5610,img_5610.png,data\DSWD\DSWD\Test\Image\img_5610.png,Test,448,448,RGB,3,Thermocol,Plastic
5620,img_5620.png,data\DSWD\DSWD\Test\Image\img_5620.png,Test,448,448,RGB,0,Other,Other
5691,img_5691.png,data\DSWD\DSWD\Test\Image\img_5691.png,Test,448,448,RGB,3,Thermocol,Plastic
5698,img_5698.png,data\DSWD\DSWD\Test\Image\img_5698.png,Test,448,448,RGB,3,Thermocol,Plastic
5781,img_5781.png,data\DSWD\DSWD\Test\Image\img_5781.png,Test,448,448,RGB,0,Other,Other
5785,img_5785.png,data\DSWD\DSWD\Test\Image\img_5785.png,Test,448,448,RGB,3,Thermocol,Plastic
580,img_580.png,data\DSWD\DSWD\Test\Image\img_580.png,Test,448,448,RGB,7,Thermocol plate,Plastic
591,img_591.png,data\DSWD\DSWD\Test\Image\img_591.png,Test,448,448,RGB,0,Other,Other
6,img_6.png,data\DSWD\DSWD\Test\Image\img_6.png,Test,448,448,RGB,3,Thermocol,Plastic
658,img_658.png,data\DSWD\DSWD\Test\Image\img_658.png,Test,448,448,RGB,3,Thermocol,Plastic
666,img_666.png,data\DSWD\DSWD\Test\Image\img_666.png,Test,448,448,RGB,3,Thermocol,Plastic
745,img_745.png,data\DSWD\DSWD\Test\Image\img_745.png,Test,448,448,RGB,3,Thermocol,Plastic
750,img_750.png,data\DSWD\DSWD\Test\Image\img_750.png,Test,448,448,RGB,5,Plastic cardboard,Plastic
841,img_841.png,data\DSWD\DSWD\Test\Image\img_841.png,Test,448,448,RGB,5,Plastic cardboard,Plastic
843,img_843.png,data\DSWD\DSWD\Test\Image\img_843.png,Test,448,448,RGB,5,Plastic cardboard,Plastic
918,img_918.png,data\DSWD\DSWD\Test\Image\img_918.png,Test,448,448,RGB,5,Plastic cardboard,Plastic
931,img_931.png,data\DSWD\DSWD\Test\Image\img_931.png,Test,448,448,RGB,5,Plastic cardboard,Plastic
990,img_990.png,data\DSWD\DSWD\Test\Image\img_990.png,Test,448,448,RGB,5,Plastic cardboard,Plastic
