record_id,date,zone_id,zone_name,total_waste_kg,organic_waste_kg,plastic_waste_kg,paper_waste_kg,metal_waste_kg,glass_waste_kg,other_waste_kg,number_of_active_bins,average_bin_fill_percentage,overflow_count,collection_count,population_density,commercial_density,market_activity_level,holiday_flag,festival_flag,event_activity_level,rainfall_mm,temperature_c,avg_daily_generation_kg_14d,split
AMD-ZW-008937,2026-05-29,AMD-Z-27,CG Road,8339.66,2415.9,1839.1,2083.23,511.32,670.63,819.49,20,53.64,2,24,22800,94,2.65,0,0,0,0.0,37.7,7503.69,validation
AMD-ZW-008938,2026-05-29,AMD-Z-28,Relief Road,10948.39,7200.06,1442.45,783.95,182.57,347.19,992.19,22,58.73,3,34,37600,90,4.12,0,0,0,0.0,37.7,11870.41,validation
AMD-ZW-008939,2026-05-29,AMD-Z-29,Shahpur,9732.35,7084.09,969.31,750.68,157.05,155.07,616.16,17,54.3,6,26,34800,74,4.16,0,0,0,0.0,37.7,10464.36,validation
AMD-ZW-008940,2026-05-29,AMD-Z-30,Jamalpur,15523.95,11648.69,1541.6,801.01,108.7,341.94,1082.0,21,58.11,9,35,36900,86,4.21,0,0,0,0.0,37.7,15428.36,validation
AMD-ZW-008941,2026-05-29,AMD-Z-31,Dariyapur,10732.21,7644.02,971.04,754.44,119.67,236.8,1006.26,16,50.46,4,26,35100,70,4.17,0,0,0,0.0,37.7,11790.46,validation
AMD-ZW-008942,2026-05-29,AMD-Z-32,Saraspur,5507.25,580.03,1522.13,1206.58,765.02,607.89,825.61,16,38.98,0,20,31200,60,1.7,0,0,0,,37.7,4901.24,validation
AMD-ZW-008943,2026-05-29,AMD-Z-33,Wadaj,1932.8,1018.64,329.36,218.88,32.66,82.01,251.26,16,51.12,1,15,28300,52,1.36,0,0,0,0.0,37.7,2019.29,validation
AMD-ZW-008944,2026-05-30,AMD-Z-01,Navrangpura,5554.33,1648.5,1314.84,1417.2,167.79,391.08,614.91,23,47.15,0,28,28500,88,1.74,0,0,0,0.0,36.1,6409.88,validation
AMD-ZW-008945,2026-05-30,AMD-Z-02,Vastrapur,4134.56,1410.65,990.39,764.77,187.2,231.91,549.64,21,41.51,0,20,24200,72,2.07,0,0,0,0.0,36.1,4174.23,validation
AMD-ZW-008946,2026-05-30,AMD-Z-03,Satellite,6948.13,1002.32,2143.23,2130.59,317.41,590.06,764.52,23,49.4,2,31,26800,80,1.86,0,0,0,0.0,36.1,7789.43,validation
AMD-ZW-008947,2026-05-30,AMD-Z-04,Bodakdev,4792.35,1168.53,1154.5,1493.35,180.55,330.55,464.87,19,41.34,1,28,21900,76,1.88,0,0,0,0.0,36.1,5351.46,validation
AMD-ZW-008948,2026-05-30,AMD-Z-05,Prahlad Nagar,4131.98,1120.46,972.35,1223.74,164.07,252.39,398.96,19,51.18,0,25,23100,84,1.87,0,0,0,0.0,36.1,4622.61,validation
AMD-ZW-008949,2026-05-30,AMD-Z-06,Thaltej,1102.26,693.5,140.38,93.37,26.44,37.12,111.45,18,42.88,2,18,20400,58,1.32,0,0,0,0.0,36.1,1055.64,validation
AMD-ZW-008950,2026-05-30,AMD-Z-07,Bopal,1477.94,660.22,281.17,207.13,23.58,43.71,262.13,17,31.38,0,19,17600,44,1.44,0,0,0,0.0,36.1,1415.94,validation
AMD-ZW-008951,2026-05-30,AMD-Z-08,Gota,1889.1,1088.37,294.93,149.29,54.0,67.66,234.85,17,35.51,0,15,19800,46,1.28,0,0,0,0.0,36.1,1878.76,validation
AMD-ZW-008952,2026-05-30,AMD-Z-09,Chandkheda,1780.84,934.21,294.34,203.49,50.44,70.38,227.99,18,33.7,0,16,22700,48,1.53,0,0,0,0.0,36.1,1639.86,validation
AMD-ZW-008953,2026-05-30,AMD-Z-10,Motera,1729.11,916.09,261.9,186.25,48.35,81.76,234.75,17,38.56,0,15,21300,52,1.43,0,0,0,0.0,36.1,1701.74,validation
AMD-ZW-008954,2026-05-30,AMD-Z-11,Maninagar,13202.08,9195.64,1503.93,871.26,163.07,266.77,1201.41,23,52.44,3,34,35200,82,4.54,0,0,0,0.0,36.1,12959.08,validation
AMD-ZW-008955,2026-05-30,AMD-Z-12,Paldi,1947.02,988.49,302.34,196.56,41.62,89.84,328.15,17,43.84,0,18,26400,56,1.34,0,0,0,0.0,36.1,1788.5,validation
AMD-ZW-008956,2026-05-30,AMD-Z-13,Vasna,2107.06,970.58,378.96,275.77,56.69,80.11,344.95,17,40.48,0,19,29100,48,1.44,0,0,0,0.0,36.1,2351.28,validation
AMD-ZW-008957,2026-05-30,AMD-Z-14,Shahibaug,4691.91,1973.65,972.19,724.84,144.32,251.43,625.47,16,41.8,0,20,27300,62,2.08,0,0,0,0.0,36.1,5089.65,validation
AMD-ZW-008958,2026-05-30,AMD-Z-15,Naranpura,1558.66,932.89,201.77,126.02,36.75,38.1,223.13,17,41.47,0,17,28900,58,1.47,0,0,0,0.0,36.1,1629.42,validation
AMD-ZW-008959,2026-05-30,AMD-Z-16,Memnagar,1795.72,1164.5,206.37,138.34,36.97,62.51,187.03,16,40.46,2,15,25600,54,1.34,0,0,0,0.0,36.1,1647.25,validation
AMD-ZW-008960,2026-05-30,AMD-Z-17,Isanpur,1979.57,1259.56,219.45,187.02,29.57,53.26,230.72,16,41.5,1,19,31400,46,1.44,0,0,0,0.0,36.1,1944.22,validation
AMD-ZW-008961,2026-05-30,AMD-Z-18,Nikol,2804.61,1595.6,455.76,240.44,55.6,101.49,355.71,18,43.56,1,18,33800,50,1.38,0,0,0,0.0,36.1,2916.77,validation
AMD-ZW-008962,2026-05-30,AMD-Z-19,Vastral,1874.33,1135.46,246.09,158.45,38.78,88.12,207.43,17,36.72,0,17,32600,48,1.44,0,0,0,0.0,36.1,1873.61,validation
AMD-ZW-008963,2026-05-30,AMD-Z-20,Naroda,8942.62,1384.95,2353.24,1453.7,1107.15,1045.65,1597.94,20,46.11,1,31,30200,68,1.32,0,0,0,,36.1,8865.43,validation
AMD-ZW-008964,2026-05-30,AMD-Z-21,Odhav,5873.3,1138.16,1599.3,970.95,684.4,442.22,1038.26,18,44.89,0,22,28700,64,1.07,0,0,0,0.0,36.1,6677.17,validation
AMD-ZW-008965,2026-05-30,AMD-Z-22,Vatva,5188.87,1099.18,1241.62,962.49,688.06,393.21,804.3,19,44.42,1,24,29500,66,1.11,0,0,0,0.0,36.1,5672.55,validation
AMD-ZW-008966,2026-05-30,AMD-Z-23,Ranip,1999.84,1383.72,212.11,163.66,24.71,33.47,182.17,16,42.73,0,15,27800,50,1.39,0,0,0,0.0,36.1,1902.83,validation
AMD-ZW-008967,2026-05-30,AMD-Z-24,Sabarmati,1464.96,997.99,174.35,90.12,18.3,36.49,147.71,16,39.1,1,12,26100,54,1.39,0,0,0,0.0,36.1,1449.42,validation
AMD-ZW-008968,2026-05-30,AMD-Z-25,Ellis Bridge,5389.73,1311.46,1285.12,1680.81,265.84,416.56,429.94,16,49.83,1,19,24900,82,1.78,0,0,0,0.0,36.1,6020.05,validation
AMD-ZW-008969,2026-05-30,AMD-Z-26,Ashram Road,6580.52,1184.03,1838.3,2235.55,330.09,394.67,597.87,18,52.06,2,24,23400,90,1.88,0,0,0,0.0,36.1,7248.92,validation
AMD-ZW-008970,2026-05-30,AMD-Z-27,CG Road,6818.45,2191.58,1725.98,1606.17,267.04,406.75,620.92,20,53.15,0,25,22800,94,1.77,0,0,0,0.0,36.1,7552.64,validation
AMD-ZW-008971,2026-05-30,AMD-Z-28,Relief Road,13703.26,8921.48,1684.19,1106.01,155.9,546.28,1289.41,22,60.78,7,36,37600,90,4.57,0,0,0,0.0,36.1,11825.28,validation
AMD-ZW-008972,2026-05-30,AMD-Z-29,Shahpur,12272.68,9091.41,1371.79,659.51,117.78,180.55,851.63,17,54.65,7,27,34800,74,4.51,0,0,0,0.0,36.1,10459.54,validation
AMD-ZW-008973,2026-05-30,AMD-Z-30,Jamalpur,16378.72,11644.07,1595.52,1181.38,269.81,290.84,1397.11,21,53.78,5,34,36900,86,4.54,0,0,0,0.0,36.1,15459.63,validation
AMD-ZW-008974,2026-05-30,AMD-Z-31,Dariyapur,12481.78,8936.2,1183.58,962.9,142.72,340.35,916.02,16,59.85,5,26,35100,70,4.56,0,0,0,0.0,36.1,11800.72,validation
AMD-ZW-008975,2026-05-30,AMD-Z-32,Saraspur,3974.16,414.14,1328.46,719.88,587.12,316.79,607.77,16,35.58,0,18,31200,60,1.0,0,0,0,0.0,36.1,4785.19,validation
AMD-ZW-008976,2026-05-30,AMD-Z-33,Wadaj,2119.53,1096.99,362.31,227.43,37.53,102.09,293.17,16,49.82,1,14,28300,52,1.45,0,0,0,0.0,36.1,2008.24,validation
AMD-ZW-008977,2026-05-31,AMD-Z-01,Navrangpura,4286.65,1307.97,1001.18,1074.26,158.15,273.54,471.55,23,41.22,1,27,28500,88,1.97,0,0,0,0.0,35.6,6415.06,validation
AMD-ZW-008978,2026-05-31,AMD-Z-02,Vastrapur,3759.04,1180.94,928.19,711.47,155.6,240.22,542.62,21,38.19,0,19,24200,72,2.05,0,0,0,0.0,35.6,4174.0,validation
AMD-ZW-008979,2026-05-31,AMD-Z-03,Satellite,5356.87,748.43,1613.12,1752.78,244.93,415.55,582.07,23,41.18,3,32,26800,80,1.85,0,0,0,0.0,35.6,7811.06,validation
AMD-ZW-008980,2026-05-31,AMD-Z-04,Bodakdev,3614.27,1016.29,933.82,975.07,97.91,277.34,313.84,19,35.91,1,25,21900,76,1.75,0,0,0,0.0,35.6,5347.99,validation
AMD-ZW-008981,2026-05-31,AMD-Z-05,Prahlad Nagar,3198.63,720.22,833.26,925.74,130.22,230.36,358.83,19,37.54,0,20,23100,84,1.88,0,0,0,0.0,35.6,4628.63,validation
AMD-ZW-008982,2026-05-31,AMD-Z-06,Thaltej,1087.46,672.93,132.75,94.95,18.56,22.08,146.2,18,43.97,1,17,20400,58,1.36,0,0,0,0.0,35.6,1060.64,validation
AMD-ZW-008983,2026-05-31,AMD-Z-07,Bopal,1449.06,652.34,303.97,193.61,28.41,47.32,223.41,17,33.39,0,20,17600,44,1.47,0,0,0,0.0,35.6,1413.97,validation
AMD-ZW-008984,2026-05-31,AMD-Z-08,Gota,1907.36,1099.24,266.35,144.4,30.98,63.15,303.25,17,40.79,0,20,19800,46,1.38,0,0,0,0.0,35.6,1881.81,validation
AMD-ZW-008985,2026-05-31,AMD-Z-09,Chandkheda,1684.07,792.51,336.12,222.49,50.2,60.68,222.07,18,35.58,0,16,22700,48,1.43,0,0,0,0.0,35.6,1645.51,validation
AMD-ZW-008986,2026-05-31,AMD-Z-10,Motera,1749.04,974.4,273.08,177.5,45.47,63.93,214.67,17,40.53,1,15,21300,52,1.43,0,0,0,0.0,35.6,1705.04,validation
AMD-ZW-008987,2026-05-31,AMD-Z-11,Maninagar,13525.17,9399.03,1488.79,1000.24,237.1,291.95,1108.06,23,52.05,4,33,35200,82,4.57,0,0,0,0.0,35.6,12928.58,validation
AMD-ZW-008988,2026-05-31,AMD-Z-12,Paldi,1902.92,1048.14,324.14,199.82,38.33,46.88,245.62,17,39.98,0,13,26400,56,1.37,0,0,0,0.0,35.6,1796.48,validation
AMD-ZW-008989,2026-05-31,AMD-Z-13,Vasna,2190.57,933.94,459.54,266.34,52.32,130.09,348.33,17,46.15,2,17,29100,48,1.54,0,0,0,0.0,35.6,2340.15,validation
AMD-ZW-008990,2026-05-31,AMD-Z-14,Shahibaug,4689.04,1795.69,1039.67,730.37,158.75,265.87,698.69,16,41.31,1,19,27300,62,1.92,0,0,0,0.0,35.6,5048.42,validation
AMD-ZW-008991,2026-05-31,AMD-Z-15,Naranpura,1946.21,1128.23,247.36,210.51,37.72,59.31,263.07,17,48.61,2,17,28900,58,1.46,0,0,0,0.0,35.6,1628.84,validation
AMD-ZW-008992,2026-05-31,AMD-Z-16,Memnagar,1782.73,1179.95,207.82,108.98,21.64,49.54,214.8,16,43.39,1,15,25600,54,1.41,0,0,0,0.0,35.6,1655.69,validation
AMD-ZW-008993,2026-05-31,AMD-Z-17,Isanpur,2107.01,1344.63,221.06,190.06,35.69,68.37,247.21,16,38.33,0,16,31400,46,1.42,0,0,0,0.0,35.6,1945.54,validation
AMD-ZW-008994,2026-05-31,AMD-Z-18,Nikol,2882.47,1508.4,432.52,304.1,75.67,84.06,477.72,18,43.92,0,19,33800,50,1.44,0,0,0,0.0,35.6,2932.46,validation
AMD-ZW-008995,2026-05-31,AMD-Z-19,Vastral,1909.5,1136.02,273.7,166.86,41.96,52.74,238.22,17,37.9,0,18,32600,48,1.46,0,0,0,0.0,35.6,1874.79,validation
AMD-ZW-008996,2026-05-31,AMD-Z-20,Naroda,5540.41,756.19,1462.51,1047.06,755.24,453.71,1065.71,20,36.0,0,32,30200,68,1.3,0,0,0,0.0,35.6,8945.96,validation
AMD-ZW-008997,2026-05-31,AMD-Z-21,Odhav,3879.39,820.22,906.36,761.58,499.04,343.93,548.26,18,34.42,0,21,28700,64,1.08,0,0,0,0.0,35.6,6682.5,validation
AMD-ZW-008998,2026-05-31,AMD-Z-22,Vatva,3483.03,628.51,985.68,522.61,493.86,268.93,583.43,19,35.7,0,24,29500,66,1.01,0,0,0,0.0,35.6,5673.37,validation
AMD-ZW-008999,2026-05-31,AMD-Z-23,Ranip,1988.63,1325.17,234.6,118.88,48.71,58.27,203.0,16,43.32,0,13,27800,50,1.36,0,0,0,0.0,35.6,1906.35,validation
AMD-ZW-009000,2026-05-31,AMD-Z-24,Sabarmati,1562.07,992.03,189.77,137.55,24.12,37.41,181.18,16,42.54,0,16,26100,54,1.39,0,0,0,0.0,35.6,1447.31,validation
AMD-ZW-009001,2026-05-31,AMD-Z-25,Ellis Bridge,4228.79,955.5,1105.48,1325.05,157.71,282.93,402.12,16,41.83,0,19,24900,82,1.89,0,0,0,0.0,35.6,6033.85,validation
AMD-ZW-009002,2026-05-31,AMD-Z-26,Ashram Road,5124.06,995.22,1612.16,1617.35,144.03,353.13,402.16,18,47.71,1,23,23400,90,1.72,0,0,0,0.0,35.6,7232.89,validation
AMD-ZW-009003,2026-05-31,AMD-Z-27,CG Road,5140.32,1683.78,1159.94,1275.0,219.6,395.1,406.9,20,48.57,3,22,22800,94,1.8,0,0,0,0.0,35.6,7567.38,validation
AMD-ZW-009004,2026-05-31,AMD-Z-28,Relief Road,14815.66,9680.21,2092.42,1212.14,272.04,413.55,1145.3,22,62.51,11,34,37600,90,4.48,0,0,0,0.0,35.6,11909.34,validation
AMD-ZW-009005,2026-05-31,AMD-Z-29,Shahpur,13955.95,10691.15,1153.74,684.46,104.65,304.5,1017.45,17,64.03,9,27,34800,74,4.53,0,0,0,0.0,35.6,10538.97,validation
AMD-ZW-009006,2026-05-31,AMD-Z-30,Jamalpur,17869.4,13368.49,1627.05,950.71,242.39,414.17,1266.6,21,60.32,8,34,36900,86,4.55,0,0,0,0.0,35.6,15399.07,validation
AMD-ZW-009007,2026-05-31,AMD-Z-31,Dariyapur,12235.97,9387.94,1054.32,604.08,86.77,183.87,918.98,16,59.7,5,25,35100,70,4.61,0,0,0,0.0,35.6,11565.71,validation
AMD-ZW-009008,2026-05-31,AMD-Z-32,Saraspur,2811.64,256.16,833.96,654.14,407.85,194.49,465.03,16,28.9,0,20,31200,60,1.08,0,0,0,0.0,35.6,4692.79,validation
AMD-ZW-009009,2026-05-31,AMD-Z-33,Wadaj,2087.32,1159.48,285.77,209.25,63.5,93.52,275.79,16,43.83,1,18,28300,52,1.42,0,0,0,0.0,35.6,2009.33,validation
AMD-ZW-009010,2026-06-01,AMD-Z-01,Navrangpura,6670.31,2047.77,1595.45,1700.15,278.92,388.25,659.78,23,44.66,0,28,28500,88,2.5,0,0,0,13.0,32.0,6411.83,validation
AMD-ZW-009011,2026-06-01,AMD-Z-02,Vastrapur,4020.6,1340.5,845.32,795.69,159.23,244.1,635.77,21,41.8,1,18,24200,72,1.87,0,0,0,13.0,32.0,4186.25,validation
AMD-ZW-009012,2026-06-01,AMD-Z-03,Satellite,8021.88,1420.39,2314.15,2599.7,350.51,544.4,792.73,23,47.6,1,31,26800,80,2.48,0,0,0,13.0,32.0,7837.78,validation
AMD-ZW-009013,2026-06-01,AMD-Z-04,Bodakdev,5375.32,1452.54,1335.35,1528.72,209.89,380.47,468.34,19,39.37,1,27,21900,76,2.51,0,0,0,13.0,32.0,5337.11,validation
AMD-ZW-009014,2026-06-01,AMD-Z-05,Prahlad Nagar,4839.02,1186.06,1208.81,1403.69,220.93,340.4,479.13,19,45.87,0,24,23100,84,2.53,0,0,0,13.0,32.0,4627.89,validation
AMD-ZW-009015,2026-06-01,AMD-Z-06,Thaltej,919.02,546.89,127.7,82.4,32.44,21.47,108.12,18,38.42,0,19,20400,58,1.18,0,0,0,13.0,32.0,1054.73,validation
AMD-ZW-009016,2026-06-01,AMD-Z-07,Bopal,1253.49,589.44,227.68,164.4,28.98,46.66,196.32,17,33.6,0,18,17600,44,1.24,0,0,0,13.0,32.0,1403.03,validation
AMD-ZW-009017,2026-06-01,AMD-Z-08,Gota,1620.6,955.11,207.94,142.92,42.55,54.4,217.66,17,31.65,0,15,19800,46,1.25,0,0,0,13.0,32.0,1867.24,validation
AMD-ZW-009018,2026-06-01,AMD-Z-09,Chandkheda,1479.65,723.92,253.5,187.3,29.84,46.09,238.99,18,33.42,1,17,22700,48,1.31,0,0,0,13.0,32.0,1643.13,validation
AMD-ZW-009019,2026-06-01,AMD-Z-10,Motera,1508.46,770.06,298.81,172.78,35.25,66.59,164.97,17,36.06,0,15,21300,52,1.19,0,0,0,13.0,32.0,1694.49,validation
AMD-ZW-009020,2026-06-01,AMD-Z-11,Maninagar,10256.94,7213.82,912.99,826.03,95.89,264.18,944.03,23,49.08,3,32,35200,82,4.14,0,0,0,13.0,32.0,12862.91,validation
AMD-ZW-009021,2026-06-01,AMD-Z-12,Paldi,1657.79,876.66,252.3,167.41,45.74,60.17,255.52,17,46.29,0,18,26400,56,1.28,0,0,0,13.0,32.0,1797.4,validation
AMD-ZW-009022,2026-06-01,AMD-Z-13,Vasna,1943.57,863.64,366.41,208.2,56.02,115.64,333.66,17,41.63,1,20,29100,48,1.35,0,0,0,13.0,32.0,2292.33,validation
AMD-ZW-009023,2026-06-01,AMD-Z-14,Shahibaug,4833.27,1844.77,1001.81,889.09,210.73,283.21,603.67,16,43.16,0,22,27300,62,1.84,0,0,0,13.0,32.0,5056.08,validation
AMD-ZW-009024,2026-06-01,AMD-Z-15,Naranpura,1452.37,791.76,243.18,113.77,53.01,45.39,205.25,17,43.8,0,19,28900,58,1.18,0,0,0,13.0,32.0,1655.08,validation
AMD-ZW-009025,2026-06-01,AMD-Z-16,Memnagar,1687.78,1086.44,202.66,143.7,18.22,45.16,191.6,16,41.44,1,15,25600,54,1.22,0,0,0,13.0,32.0,1657.98,validation
AMD-ZW-009026,2026-06-01,AMD-Z-17,Isanpur,1712.05,1084.38,195.21,125.64,20.33,36.82,249.69,16,37.61,0,18,31400,46,1.16,0,0,0,13.0,32.0,1951.76,validation
AMD-ZW-009027,2026-06-01,AMD-Z-18,Nikol,2541.56,1316.86,390.07,313.68,54.97,68.71,397.28,18,41.53,0,18,33800,50,1.31,0,0,0,13.0,32.0,2936.81,validation
AMD-ZW-009028,2026-06-01,AMD-Z-19,Vastral,1525.59,949.79,197.07,116.42,25.15,46.25,190.9,17,34.33,0,17,32600,48,1.25,0,0,0,13.0,32.0,1885.26,validation
AMD-ZW-009029,2026-06-01,AMD-Z-20,Naroda,9771.75,1478.83,2126.02,1873.71,1294.96,1042.92,1955.31,20,45.43,3,32,30200,68,1.8,0,0,0,13.0,32.0,8955.92,validation
AMD-ZW-009030,2026-06-01,AMD-Z-21,Odhav,7193.13,1365.4,1854.68,1556.7,749.61,505.76,1160.98,18,44.22,3,24,28700,64,1.53,0,0,0,13.0,32.0,6672.5,validation
AMD-ZW-009031,2026-06-01,AMD-Z-22,Vatva,6312.83,1243.78,1603.02,1218.51,744.21,443.25,1060.07,19,41.2,1,24,29500,66,1.42,0,0,0,13.0,32.0,5664.91,validation
AMD-ZW-009032,2026-06-01,AMD-Z-23,Ranip,1649.69,1120.06,155.79,123.58,19.41,42.49,188.36,16,41.21,0,14,27800,50,1.31,0,0,0,13.0,32.0,1900.58,validation
AMD-ZW-009033,2026-06-01,AMD-Z-24,Sabarmati,1364.18,932.31,137.37,101.34,13.78,22.44,156.94,16,34.86,0,12,26100,54,1.31,0,0,0,13.0,32.0,1448.01,validation
AMD-ZW-009034,2026-06-01,AMD-Z-25,Ellis Bridge,7187.1,1557.8,1948.41,2058.63,328.57,487.86,805.82,16,49.02,1,19,24900,82,2.47,0,0,0,13.0,32.0,6048.71,validation
AMD-ZW-009035,2026-06-01,AMD-Z-26,Ashram Road,7504.22,1136.27,2123.67,2568.38,304.55,483.22,888.14,18,53.16,3,23,23400,90,2.51,0,0,0,13.0,32.0,7243.81,validation
AMD-ZW-009036,2026-06-01,AMD-Z-27,CG Road,7333.6,2477.52,1571.42,1879.97,215.65,446.32,742.72,20,50.36,1,24,22800,94,2.42,0,0,0,13.0,32.0,7581.8,validation
AMD-ZW-009037,2026-06-01,AMD-Z-28,Relief Road,9371.18,6367.87,1010.3,787.44,130.77,294.46,780.35,22,50.12,3,36,37600,90,4.1,0,0,0,13.0,32.0,11769.47,validation
AMD-ZW-009038,2026-06-01,AMD-Z-29,Shahpur,10932.39,8090.73,1151.68,635.37,106.54,226.73,721.33,17,52.64,3,26,34800,74,4.16,0,0,0,13.0,32.0,10674.59,validation
AMD-ZW-009039,2026-06-01,AMD-Z-30,Jamalpur,12927.14,9495.34,1234.18,763.82,127.13,248.1,1058.56,21,52.42,4,36,36900,86,4.01,0,0,0,13.0,32.0,15446.92,validation
AMD-ZW-009040,2026-06-01,AMD-Z-31,Dariyapur,9332.46,6915.48,884.44,427.5,125.06,172.7,807.27,16,52.11,2,28,35100,70,4.08,0,0,0,13.0,32.0,11317.5,validation
AMD-ZW-009041,2026-06-01,AMD-Z-32,Saraspur,5200.56,573.55,1513.81,1071.02,743.11,483.44,815.63,16,34.82,0,18,31200,60,1.48,0,0,0,13.0,32.0,4691.26,validation
AMD-ZW-009042,2026-06-01,AMD-Z-33,Wadaj,2438.76,1100.33,504.35,259.63,122.82,135.69,315.94,16,43.91,1,16,28300,52,1.2,0,0,0,13.0,32.0,2008.69,validation
AMD-ZW-009043,2026-06-02,AMD-Z-01,Navrangpura,6747.4,1832.67,1693.76,1895.29,297.39,462.53,565.76,23,50.97,1,29,28500,88,2.61,0,0,0,0.0,33.5,6414.39,validation
AMD-ZW-009044,2026-06-02,AMD-Z-02,Vastrapur,4130.93,1383.85,994.63,714.59,150.35,203.12,684.38,21,42.19,1,21,24200,72,2.13,0,0,0,0.0,33.5,4170.32,validation
AMD-ZW-009045,2026-06-02,AMD-Z-03,Satellite,9190.3,1496.82,2820.65,2783.53,418.87,709.58,960.85,23,53.7,3,33,26800,80,2.65,0,0,1,0.0,33.5,7887.42,validation
AMD-ZW-009046,2026-06-02,AMD-Z-04,Bodakdev,5433.57,1456.78,1282.45,1494.76,256.9,374.26,568.41,19,48.61,1,27,21900,76,2.63,0,0,0,0.0,33.5,5310.2,validation
AMD-ZW-009047,2026-06-02,AMD-Z-05,Prahlad Nagar,4717.72,1093.31,1222.64,1351.64,191.95,410.88,447.31,19,50.15,0,20,23100,84,2.68,0,0,0,0.0,33.5,4638.66,validation
AMD-ZW-009048,2026-06-02,AMD-Z-06,Thaltej,1007.5,631.02,111.79,74.68,27.71,29.67,132.63,18,41.37,3,17,20400,58,1.35,0,0,0,0.0,33.5,1050.11,validation
AMD-ZW-009049,2026-06-02,AMD-Z-07,Bopal,1351.45,643.6,223.2,163.54,31.73,61.25,228.14,17,32.15,2,19,17600,44,1.34,0,0,0,0.0,33.5,1397.93,validation
AMD-ZW-009050,2026-06-02,AMD-Z-08,Gota,1610.66,941.5,217.09,153.27,38.7,46.64,213.46,17,34.51,0,20,19800,46,1.37,0,0,0,0.0,33.5,1841.64,validation
AMD-ZW-009051,2026-06-02,AMD-Z-09,Chandkheda,1557.29,731.55,284.44,224.57,39.43,74.67,202.64,18,32.16,0,16,22700,48,1.43,0,0,0,0.0,33.5,1635.28,validation
AMD-ZW-009052,2026-06-02,AMD-Z-10,Motera,1550.86,810.68,268.34,160.82,34.05,40.94,236.02,17,36.25,0,15,21300,52,1.51,0,0,0,0.0,33.5,1674.34,validation
AMD-ZW-009053,2026-06-02,AMD-Z-11,Maninagar,10296.44,7262.96,1038.5,696.57,144.85,204.43,949.13,23,44.25,1,32,35200,82,4.26,0,0,0,0.0,33.5,12752.06,validation
AMD-ZW-009054,2026-06-02,AMD-Z-12,Paldi,1712.33,921.79,274.2,164.03,37.88,63.43,251.01,17,38.26,1,13,26400,56,1.4,0,0,0,0.0,33.5,1791.88,validation
AMD-ZW-009055,2026-06-02,AMD-Z-13,Vasna,1958.48,911.86,373.81,250.65,51.18,77.41,293.58,17,33.75,0,17,29100,48,1.38,0,0,0,0.0,33.5,2236.37,validation
AMD-ZW-009056,2026-06-02,AMD-Z-14,Shahibaug,4909.59,2006.23,884.83,838.77,203.99,284.57,691.21,16,38.92,0,19,27300,62,2.06,0,0,0,0.0,33.5,5051.06,validation
AMD-ZW-009057,2026-06-02,AMD-Z-15,Naranpura,1465.85,914.13,199.72,105.55,30.87,31.58,184.0,17,44.54,0,17,28900,58,1.35,0,0,0,0.0,33.5,1653.61,validation
AMD-ZW-009058,2026-06-02,AMD-Z-16,Memnagar,3356.06,2061.17,413.96,336.46,49.83,84.77,409.88,16,58.55,8,16,25600,54,1.34,0,0,0,0.0,33.5,1670.35,validation
AMD-ZW-009059,2026-06-02,AMD-Z-17,Isanpur,1750.24,1039.0,202.3,154.38,31.94,70.0,252.62,16,34.99,0,16,31400,46,1.36,0,0,0,0.0,33.5,1941.77,validation
AMD-ZW-009060,2026-06-02,AMD-Z-18,Nikol,2541.53,1380.86,393.73,273.04,55.16,83.99,354.76,18,43.03,0,18,33800,50,1.39,0,0,0,0.0,33.5,2937.06,validation
AMD-ZW-009061,2026-06-02,AMD-Z-19,Vastral,1724.52,1041.84,218.71,165.06,30.51,47.97,220.44,17,35.9,0,18,32600,48,1.5,0,0,0,0.0,33.5,1873.69,validation
AMD-ZW-009062,2026-06-02,AMD-Z-20,Naroda,10392.55,1530.83,2710.5,2079.75,1560.86,958.33,1552.28,20,50.24,2,32,30200,68,2.01,0,0,0,0.0,33.5,8923.92,validation
AMD-ZW-009063,2026-06-02,AMD-Z-21,Odhav,7738.73,1313.29,2295.33,1317.33,951.22,636.92,1224.66,18,47.33,2,21,28700,64,1.75,0,0,0,0.0,33.5,6648.81,validation
AMD-ZW-009064,2026-06-02,AMD-Z-22,Vatva,6457.28,1055.16,1826.13,1221.32,854.98,474.1,1025.59,19,49.58,1,24,29500,66,1.66,0,0,0,0.0,33.5,5667.23,validation
AMD-ZW-009065,2026-06-02,AMD-Z-23,Ranip,1735.81,1145.69,256.17,107.6,25.73,49.19,151.43,16,38.22,0,12,27800,50,1.38,0,0,0,,33.5,1892.04,validation
AMD-ZW-009066,2026-06-02,AMD-Z-24,Sabarmati,1394.39,951.23,142.17,106.16,19.31,30.39,145.14,16,39.45,0,16,26100,54,1.52,0,0,0,0.0,33.5,1450.95,validation
AMD-ZW-009067,2026-06-02,AMD-Z-25,Ellis Bridge,6610.9,1396.37,1666.5,1935.56,298.01,506.62,807.85,16,57.47,2,18,24900,82,2.64,0,0,0,0.0,33.5,6118.87,validation
AMD-ZW-009068,2026-06-02,AMD-Z-26,Ashram Road,7169.88,1102.26,2071.03,2328.4,295.98,617.89,754.32,18,59.85,4,22,23400,90,2.57,0,0,0,0.0,33.5,7254.29,validation
