composition_id,bin_id,zone_id,zone_name,timestamp,date,waste_stream,plastic_percentage,paper_percentage,metal_percentage,glass_percentage,organic_percentage,other_percentage,total_waste_kg,collection_id,composition_source,confidence,split
AMD-COMP-027325,AMD-BIN-0314,AMD-Z-17,Isanpur,2026-05-06 12:07:49,2026-05-06,Dry,18.86,29.98,0.16,2.16,22.95,25.89,54.37,AMD-COL-0128710,image_classifier,0.795,validation
AMD-COMP-000475,AMD-BIN-0006,AMD-Z-01,Navrangpura,2026-05-06 12:08:04,2026-05-06,Organic,12.68,6.5,0.87,5.8,60.91,13.24,56.95,AMD-COL-0002388,sensor_estimate,0.74,validation
AMD-COMP-045672,AMD-BIN-0509,AMD-Z-28,Relief Road,2026-05-06 12:08:04,2026-05-06,Mixed,7.09,5.81,0.05,2.98,76.55,7.52,306.13,AMD-COL-0213954,image_classifier,0.816,validation
AMD-COMP-000209,AMD-BIN-0003,AMD-Z-01,Navrangpura,2026-05-06 12:08:13,2026-05-06,Mixed,15.15,25.54,4.88,8.34,33.15,12.94,80.25,AMD-COL-0001001,image_classifier,0.838,validation
AMD-COMP-032266,AMD-BIN-0365,AMD-Z-20,Naroda,2026-05-06 12:08:40,2026-05-06,Mixed,13.83,10.52,9.7,9.26,33.02,23.67,165.91,AMD-COL-0151615,image_classifier,0.708,validation
AMD-COMP-043655,AMD-BIN-0491,AMD-Z-27,CG Road,2026-05-06 12:09:17,2026-05-06,Dry,34.7,30.89,5.83,10.25,6.41,11.92,259.6,AMD-COL-0204547,image_classifier,0.819,validation
AMD-COMP-001989,AMD-BIN-0022,AMD-Z-01,Navrangpura,2026-05-06 12:09:20,2026-05-06,Organic,9.08,11.03,0.05,3.56,69.1,7.18,95.15,AMD-COL-0009439,sensor_estimate,0.684,validation
AMD-COMP-012660,AMD-BIN-0138,AMD-Z-07,Bopal,2026-05-06 12:09:56,2026-05-06,Organic,9.29,9.99,1.75,1.84,68.49,8.64,10.14,AMD-COL-0060066,image_classifier,0.852,validation
AMD-COMP-015923,AMD-BIN-0183,AMD-Z-10,Motera,2026-05-06 12:10:23,2026-05-06,Dry,34.0,14.27,5.39,5.37,9.91,31.06,141.04,AMD-COL-0075249,sensor_estimate,0.698,validation
AMD-COMP-004194,AMD-BIN-0048,AMD-Z-03,Satellite,2026-05-06 12:10:25,2026-05-06,Mixed,27.05,24.6,1.78,4.14,30.03,12.4,70.07,AMD-COL-0019897,sensor_estimate,0.782,validation
AMD-COMP-030554,AMD-BIN-0352,AMD-Z-20,Naroda,2026-05-06 12:10:47,2026-05-06,Recyclable,31.61,16.32,9.54,15.16,13.37,14.0,366.77,AMD-COL-0143584,image_classifier,0.762,validation
AMD-COMP-004677,AMD-BIN-0053,AMD-Z-03,Satellite,2026-05-06 12:10:59,2026-05-06,Organic,18.91,11.6,1.81,1.15,55.64,10.89,36.66,AMD-COL-0022121,image_classifier,0.904,validation
AMD-COMP-028416,AMD-BIN-0328,AMD-Z-18,Nikol,2026-05-06 12:12:09,2026-05-06,Mixed,15.53,9.71,4.87,1.95,55.12,12.82,366.95,AMD-COL-0133853,manual_audit,0.871,validation
AMD-COMP-002645,AMD-BIN-0029,AMD-Z-02,Vastrapur,2026-05-06 12:12:15,2026-05-06,Mixed,6.5,20.12,2.84,7.8,55.97,6.77,329.28,AMD-COL-0012643,image_classifier,0.793,validation
AMD-COMP-034226,AMD-BIN-0385,AMD-Z-21,Odhav,2026-05-06 12:13:30,2026-05-06,Recyclable,35.5,18.15,19.68,14.89,1.54,10.24,223.79,AMD-COL-0160785,sensor_estimate,0.711,validation
AMD-COMP-009457,AMD-BIN-0099,AMD-Z-05,Prahlad Nagar,2026-05-06 12:13:33,2026-05-06,Dry,41.35,28.36,6.82,7.22,2.71,13.54,83.36,AMD-COL-0045115,image_classifier,0.728,validation
AMD-COMP-039444,AMD-BIN-0447,AMD-Z-25,Ellis Bridge,2026-05-06 12:14:00,2026-05-06,Organic,8.6,9.86,3.32,2.05,65.96,10.21,988.63,AMD-COL-0184923,sensor_estimate,0.587,validation
AMD-COMP-046283,AMD-BIN-0513,AMD-Z-28,Relief Road,2026-05-06 12:15:12,2026-05-06,Organic,5.67,0.81,0.06,1.79,87.4,4.27,107.75,AMD-COL-0216867,image_classifier,0.775,validation
AMD-COMP-011712,AMD-BIN-0128,AMD-Z-07,Bopal,2026-05-06 12:15:14,2026-05-06,Mixed,14.59,6.7,1.46,7.66,42.92,26.67,19.93,AMD-COL-0055663,sensor_estimate,0.612,validation
AMD-COMP-009575,AMD-BIN-0101,AMD-Z-05,Prahlad Nagar,2026-05-06 12:15:33,2026-05-06,Commercial,27.92,26.01,1.44,8.42,23.12,13.09,137.2,AMD-COL-0045677,sensor_estimate,0.827,validation
AMD-COMP-037163,AMD-BIN-0419,AMD-Z-23,Ranip,2026-05-06 12:16:33,2026-05-06,Organic,4.47,4.41,0.05,2.3,82.82,5.95,164.99,AMD-COL-0174505,image_classifier,0.914,validation
AMD-COMP-023859,AMD-BIN-0271,AMD-Z-15,Naranpura,2026-05-06 12:16:34,2026-05-06,Organic,9.45,4.51,0.09,0.05,77.01,8.89,166.66,AMD-COL-0112719,sensor_estimate,0.71,validation
AMD-COMP-006406,AMD-BIN-0070,AMD-Z-04,Bodakdev,2026-05-06 12:17:09,2026-05-06,Dry,33.85,35.49,4.06,4.74,3.6,18.26,71.48,AMD-COL-0030557,manual_audit,0.933,validation
AMD-COMP-038824,AMD-BIN-0441,AMD-Z-25,Ellis Bridge,2026-05-06 12:18:12,2026-05-06,Dry,30.41,37.4,6.29,4.87,4.2,16.83,180.56,AMD-COL-0181815,sensor_estimate,0.791,validation
AMD-COMP-055061,AMD-BIN-0591,AMD-Z-33,Wadaj,2026-05-06 12:19:16,2026-05-06,Mixed,13.9,10.39,7.82,6.01,53.47,8.41,80.13,AMD-COL-0258751,sensor_estimate,0.676,validation
AMD-COMP-029683,AMD-BIN-0343,AMD-Z-19,Vastral,2026-05-06 12:19:19,2026-05-06,Organic,6.53,1.16,1.92,2.0,83.21,5.18,37.29,AMD-COL-0139745,sensor_estimate,0.725,validation
AMD-COMP-020888,AMD-BIN-0237,AMD-Z-13,Vasna,2026-05-06 12:19:22,2026-05-06,Mixed,15.94,2.89,6.64,2.22,61.4,10.91,39.07,AMD-COL-0098522,sensor_estimate,0.73,validation
AMD-COMP-037931,AMD-BIN-0431,AMD-Z-24,Sabarmati,2026-05-06 12:19:29,2026-05-06,Organic,0.95,1.95,0.05,1.78,87.8,7.47,57.4,AMD-COL-0177939,manual_audit,0.954,validation
AMD-COMP-055234,AMD-BIN-0593,AMD-Z-33,Wadaj,2026-05-06 12:19:43,2026-05-06,Mixed,22.02,11.82,0.05,0.05,55.73,10.33,112.9,AMD-COL-0259484,image_classifier,0.848,validation
AMD-COMP-019757,AMD-BIN-0220,AMD-Z-12,Paldi,2026-05-06 12:20:29,2026-05-06,Dry,29.42,16.16,4.71,6.73,16.44,26.54,275.82,AMD-COL-0093155,image_classifier,0.722,validation
AMD-COMP-012513,AMD-BIN-0137,AMD-Z-07,Bopal,2026-05-06 12:20:33,2026-05-06,Dry,23.58,13.81,4.22,5.11,19.93,33.35,69.26,AMD-COL-0059455,image_classifier,0.814,validation
AMD-COMP-050768,AMD-BIN-0549,AMD-Z-30,Jamalpur,2026-05-06 12:22:53,2026-05-06,Organic,5.47,0.81,0.63,0.05,84.05,8.99,107.89,AMD-COL-0238288,sensor_estimate,0.757,validation
AMD-COMP-015475,AMD-BIN-0176,AMD-Z-10,Motera,2026-05-06 12:22:57,2026-05-06,Organic,0.05,1.18,0.6,0.05,89.37,8.75,109.56,AMD-COL-0073239,sensor_estimate,0.683,validation
AMD-COMP-008158,AMD-BIN-0085,AMD-Z-04,Bodakdev,2026-05-06 12:23:00,2026-05-06,Commercial,33.22,33.96,1.74,8.96,19.1,3.02,479.29,AMD-COL-0038937,image_classifier,0.91,validation
AMD-COMP-005730,AMD-BIN-0064,AMD-Z-03,Satellite,2026-05-06 12:23:06,2026-05-06,Dry,31.66,43.86,0.77,14.38,3.98,5.35,394.25,AMD-COL-0027311,image_classifier,0.747,validation
AMD-COMP-005157,AMD-BIN-0057,AMD-Z-03,Satellite,2026-05-06 12:23:07,2026-05-06,Organic,15.61,15.59,0.83,1.27,61.5,5.2,180.65,AMD-COL-0024514,manual_audit,0.883,validation
AMD-COMP-036690,AMD-BIN-0412,AMD-Z-23,Ranip,2026-05-06 12:23:41,2026-05-06,Dry,24.01,19.41,3.53,3.64,18.52,30.89,59.51,AMD-COL-0172382,sensor_estimate,0.718,validation
AMD-COMP-049032,AMD-BIN-0535,AMD-Z-30,Jamalpur,2026-05-06 12:23:44,2026-05-06,Organic,0.05,7.04,0.05,0.94,84.47,7.45,512.65,AMD-COL-0229978,image_classifier,0.79,validation
AMD-COMP-043930,AMD-BIN-0494,AMD-Z-28,Relief Road,2026-05-06 12:23:46,2026-05-06,Commercial,16.06,11.75,0.05,0.27,63.82,8.05,384.7,AMD-COL-0205818,image_classifier,0.928,validation
AMD-COMP-038369,AMD-BIN-0437,AMD-Z-24,Sabarmati,2026-05-06 12:24:14,2026-05-06,Dry,30.88,16.77,6.02,3.22,17.81,25.3,93.16,AMD-COL-0179797,image_classifier,0.827,validation
AMD-COMP-055675,AMD-BIN-0598,AMD-Z-33,Wadaj,2026-05-06 12:25:11,2026-05-06,Recyclable,34.14,13.92,4.71,4.61,21.73,20.89,268.31,AMD-COL-0261570,image_classifier,0.722,validation
AMD-COMP-045526,AMD-BIN-0508,AMD-Z-28,Relief Road,2026-05-06 12:25:27,2026-05-06,Organic,1.54,1.01,0.71,2.44,85.23,9.07,797.92,AMD-COL-0213334,image_classifier,0.794,validation
AMD-COMP-040729,AMD-BIN-0461,AMD-Z-26,Ashram Road,2026-05-06 12:25:38,2026-05-06,Organic,15.82,12.31,0.05,4.18,62.65,4.99,568.46,AMD-COL-0190972,image_classifier,0.749,validation
AMD-COMP-042592,AMD-BIN-0481,AMD-Z-27,CG Road,2026-05-06 12:26:31,2026-05-06,Mixed,18.08,23.0,2.2,5.44,38.88,12.4,452.59,AMD-COL-0199740,image_classifier,0.763,validation
AMD-COMP-023718,AMD-BIN-0269,AMD-Z-15,Naranpura,2026-05-06 12:26:33,2026-05-06,Commercial,10.26,4.42,1.35,2.58,58.83,22.56,17.94,AMD-COL-0112027,manual_audit,0.886,validation
AMD-COMP-019561,AMD-BIN-0217,AMD-Z-12,Paldi,2026-05-06 12:27:07,2026-05-06,Organic,1.14,7.81,0.05,0.05,74.84,16.11,161.64,AMD-COL-0092245,image_classifier,0.896,validation
AMD-COMP-003397,AMD-BIN-0040,AMD-Z-02,Vastrapur,2026-05-06 12:28:01,2026-05-06,Mixed,13.2,7.57,7.77,6.41,49.12,15.93,167.31,AMD-COL-0016144,image_classifier,0.837,validation
AMD-COMP-005013,AMD-BIN-0056,AMD-Z-03,Satellite,2026-05-06 12:28:14,2026-05-06,Dry,30.55,45.24,9.38,5.04,2.83,6.96,36.61,AMD-COL-0023782,sensor_estimate,0.714,validation
AMD-COMP-043201,AMD-BIN-0487,AMD-Z-27,CG Road,2026-05-06 12:28:20,2026-05-06,Mixed,20.71,14.64,4.76,12.13,32.92,14.84,262.08,AMD-COL-0202397,image_classifier,0.949,validation
AMD-COMP-006779,AMD-BIN-0073,AMD-Z-04,Bodakdev,2026-05-06 12:28:27,2026-05-06,Mixed,24.63,22.44,5.44,3.09,33.1,11.3,120.5,AMD-COL-0032363,image_classifier,0.749,validation
AMD-COMP-052499,AMD-BIN-0563,AMD-Z-31,Dariyapur,2026-05-06 12:28:53,2026-05-06,Organic,3.2,0.91,0.05,0.63,91.29,3.92,308.05,AMD-COL-0246655,sensor_estimate,0.59,validation
AMD-COMP-001825,AMD-BIN-0021,AMD-Z-01,Navrangpura,2026-05-06 12:28:57,2026-05-06,Commercial,23.58,32.32,7.22,7.16,17.77,11.95,46.62,AMD-COL-0008724,image_classifier,0.871,validation
AMD-COMP-031219,AMD-BIN-0358,AMD-Z-20,Naroda,2026-05-06 12:29:16,2026-05-06,Recyclable,31.35,20.67,11.78,11.03,13.85,11.32,513.09,AMD-COL-0146777,image_classifier,0.949,validation
AMD-COMP-045268,AMD-BIN-0506,AMD-Z-28,Relief Road,2026-05-06 12:29:20,2026-05-06,Commercial,20.36,11.64,2.72,4.9,50.72,9.66,43.99,AMD-COL-0212104,image_classifier,0.77,validation
AMD-COMP-022619,AMD-BIN-0257,AMD-Z-14,Shahibaug,2026-05-06 12:30:37,2026-05-06,Mixed,22.03,22.37,4.22,6.94,36.04,8.4,234.14,AMD-COL-0106788,manual_audit,0.88,validation
AMD-COMP-028818,AMD-BIN-0333,AMD-Z-19,Vastral,2026-05-06 12:30:43,2026-05-06,Mixed,19.78,5.15,2.23,7.05,54.87,10.92,172.71,AMD-COL-0135696,sensor_estimate,0.831,validation
AMD-COMP-054246,AMD-BIN-0579,AMD-Z-32,Saraspur,2026-05-06 12:30:47,2026-05-06,Recyclable,36.11,22.75,20.08,9.24,4.63,7.19,292.95,AMD-COL-0254829,image_classifier,0.748,validation
AMD-COMP-014805,AMD-BIN-0167,AMD-Z-09,Chandkheda,2026-05-06 12:31:26,2026-05-06,Dry,33.17,18.71,3.97,6.74,18.93,18.48,91.39,AMD-COL-0070065,image_classifier,0.936,validation
AMD-COMP-037282,AMD-BIN-0421,AMD-Z-23,Ranip,2026-05-06 12:32:02,2026-05-06,Organic,1.45,0.15,1.23,1.72,82.63,12.82,31.19,AMD-COL-0175062,image_classifier,0.713,validation
AMD-COMP-023965,AMD-BIN-0272,AMD-Z-15,Naranpura,2026-05-06 12:32:40,2026-05-06,Organic,11.66,0.05,0.05,0.05,82.41,5.78,51.61,AMD-COL-0113333,manual_audit,0.933,validation
AMD-COMP-035428,AMD-BIN-0397,AMD-Z-22,Vatva,2026-05-06 12:32:45,2026-05-06,Recyclable,41.03,16.29,19.73,6.06,6.43,10.46,152.47,AMD-COL-0166479,image_classifier,0.848,validation
AMD-COMP-025323,AMD-BIN-0289,AMD-Z-16,Memnagar,2026-05-06 12:33:43,2026-05-06,Mixed,15.94,10.7,5.13,0.35,54.73,13.15,177.27,AMD-COL-0119791,sensor_estimate,0.591,validation
AMD-COMP-015791,AMD-BIN-0181,AMD-Z-10,Motera,2026-05-06 12:35:17,2026-05-06,Dry,33.34,16.81,4.24,9.68,15.98,19.95,13.1,AMD-COL-0074644,manual_audit,0.955,validation
AMD-COMP-035719,AMD-BIN-0400,AMD-Z-22,Vatva,2026-05-06 12:36:58,2026-05-06,Recyclable,24.94,24.29,21.59,7.3,7.35,14.53,506.58,AMD-COL-0167952,image_classifier,0.823,validation
AMD-COMP-048042,AMD-BIN-0527,AMD-Z-29,Shahpur,2026-05-06 12:37:37,2026-05-06,Mixed,7.8,15.73,0.92,0.73,65.85,8.97,378.52,AMD-COL-0225152,sensor_estimate,0.792,validation
AMD-COMP-022033,AMD-BIN-0251,AMD-Z-14,Shahibaug,2026-05-06 12:37:44,2026-05-06,Commercial,21.81,16.32,5.67,4.43,44.6,7.17,156.59,AMD-COL-0104009,image_classifier,0.948,validation
AMD-COMP-052950,AMD-BIN-0567,AMD-Z-31,Dariyapur,2026-05-06 12:38:45,2026-05-06,Organic,3.45,3.52,2.33,1.1,88.95,0.65,297.58,AMD-COL-0248694,sensor_estimate,0.764,validation
AMD-COMP-006563,AMD-BIN-0071,AMD-Z-04,Bodakdev,2026-05-06 12:39:03,2026-05-06,Commercial,18.9,29.49,3.82,5.09,31.54,11.16,30.94,AMD-COL-0031267,sensor_estimate,0.723,validation
AMD-COMP-041465,AMD-BIN-0469,AMD-Z-26,Ashram Road,2026-05-06 12:39:05,2026-05-06,Dry,32.92,38.32,5.5,6.52,4.03,12.71,410.79,AMD-COL-0194476,image_classifier,0.817,validation
AMD-COMP-020958,AMD-BIN-0238,AMD-Z-13,Vasna,2026-05-06 12:39:26,2026-05-06,Mixed,18.37,9.78,2.98,8.96,44.36,15.55,121.12,AMD-COL-0098832,manual_audit,0.894,validation
AMD-COMP-007472,AMD-BIN-0079,AMD-Z-04,Bodakdev,2026-05-06 12:40:13,2026-05-06,Commercial,18.62,38.68,3.94,9.04,17.21,12.51,121.96,AMD-COL-0035715,manual_audit,0.901,validation
AMD-COMP-005349,AMD-BIN-0059,AMD-Z-03,Satellite,2026-05-06 12:41:29,2026-05-06,Commercial,18.67,33.09,6.26,9.45,16.35,16.18,343.72,AMD-COL-0025392,image_classifier,0.807,validation
AMD-COMP-039948,AMD-BIN-0453,AMD-Z-25,Ellis Bridge,2026-05-06 12:41:31,2026-05-06,Organic,11.24,17.8,2.39,6.23,53.41,8.93,184.96,AMD-COL-0187347,manual_audit,0.968,validation
AMD-COMP-012287,AMD-BIN-0135,AMD-Z-07,Bopal,2026-05-06 12:41:33,2026-05-06,Dry,26.97,25.24,2.13,4.44,15.37,25.85,138.09,AMD-COL-0058371,image_classifier,0.75,validation
AMD-COMP-028557,AMD-BIN-0329,AMD-Z-18,Nikol,2026-05-06 12:41:35,2026-05-06,Organic,3.46,1.54,1.88,0.37,83.73,9.02,173.36,AMD-COL-0134471,image_classifier,0.713,validation
AMD-COMP-013550,AMD-BIN-0148,AMD-Z-08,Gota,2026-05-06 12:42:07,2026-05-06,Organic,1.73,1.7,0.96,1.37,93.17,1.07,140.01,AMD-COL-0064200,manual_audit,0.942,validation
AMD-COMP-042507,AMD-BIN-0480,AMD-Z-27,CG Road,2026-05-06 12:42:22,2026-05-06,Recyclable,29.23,46.56,8.0,8.17,2.98,5.06,179.25,AMD-COL-0199353,manual_audit,0.87,validation
AMD-COMP-011490,AMD-BIN-0125,AMD-Z-07,Bopal,2026-05-06 12:42:24,2026-05-06,Mixed,10.05,8.91,0.05,1.74,67.1,12.15,83.75,AMD-COL-0054563,image_classifier,0.951,validation
AMD-COMP-002249,AMD-BIN-0024,AMD-Z-02,Vastrapur,2026-05-06 12:42:49,2026-05-06,Dry,27.67,24.24,7.29,9.26,23.12,8.42,228.43,AMD-COL-0010625,image_classifier,0.898,validation
AMD-COMP-051348,AMD-BIN-0554,AMD-Z-31,Dariyapur,2026-05-06 12:43:01,2026-05-06,Mixed,12.94,6.76,2.58,3.3,64.31,10.11,865.32,AMD-COL-0241130,image_classifier,0.789,validation
AMD-COMP-041600,AMD-BIN-0470,AMD-Z-26,Ashram Road,2026-05-06 12:43:52,2026-05-06,Organic,7.43,6.88,0.05,0.39,79.59,5.66,68.52,AMD-COL-0195093,manual_audit,0.938,validation
AMD-COMP-007698,AMD-BIN-0081,AMD-Z-04,Bodakdev,2026-05-06 12:44:05,2026-05-06,Recyclable,40.83,27.53,9.74,10.34,8.18,3.38,292.05,AMD-COL-0036799,manual_audit,0.926,validation
AMD-COMP-015583,AMD-BIN-0178,AMD-Z-10,Motera,2026-05-06 12:44:53,2026-05-06,Organic,9.91,5.54,0.92,1.15,75.94,6.54,115.75,AMD-COL-0073734,image_classifier,0.736,validation
AMD-COMP-022769,AMD-BIN-0259,AMD-Z-14,Shahibaug,2026-05-06 12:45:12,2026-05-06,Mixed,15.29,8.89,0.81,5.37,59.0,10.64,208.17,AMD-COL-0107533,image_classifier,0.855,validation
AMD-COMP-033152,AMD-BIN-0375,AMD-Z-21,Odhav,2026-05-06 12:45:28,2026-05-06,Recyclable,31.36,19.4,16.83,21.34,3.0,8.07,85.33,AMD-COL-0155858,image_classifier,0.924,validation
AMD-COMP-018396,AMD-BIN-0207,AMD-Z-11,Maninagar,2026-05-06 12:45:53,2026-05-06,Organic,3.11,0.76,3.52,2.63,89.53,0.45,133.82,AMD-COL-0086693,sensor_estimate,0.796,validation
AMD-COMP-053599,AMD-BIN-0572,AMD-Z-32,Saraspur,2026-05-06 12:46:35,2026-05-06,Commercial,20.03,16.58,17.97,8.99,17.61,18.82,136.65,AMD-COL-0251725,image_classifier,0.701,validation
AMD-COMP-005965,AMD-BIN-0066,AMD-Z-03,Satellite,2026-05-06 12:46:47,2026-05-06,Commercial,25.56,29.69,5.07,10.68,24.07,4.93,35.07,AMD-COL-0028419,sensor_estimate,0.638,validation
AMD-COMP-020827,AMD-BIN-0236,AMD-Z-13,Vasna,2026-05-06 12:47:13,2026-05-06,Mixed,12.14,8.36,1.57,4.59,62.76,10.58,181.04,AMD-COL-0098276,image_classifier,0.722,validation
AMD-COMP-054179,AMD-BIN-0578,AMD-Z-32,Saraspur,2026-05-06 12:48:23,2026-05-06,Recyclable,27.81,36.27,13.24,12.0,1.76,8.92,259.59,AMD-COL-0254462,sensor_estimate,0.793,validation
AMD-COMP-002723,AMD-BIN-0030,AMD-Z-02,Vastrapur,2026-05-06 12:48:23,2026-05-06,Recyclable,28.5,32.35,14.05,10.83,4.94,9.33,463.45,AMD-COL-0013013,sensor_estimate,0.739,validation
AMD-COMP-029371,AMD-BIN-0340,AMD-Z-19,Vastral,2026-05-06 12:48:23,2026-05-06,Mixed,9.94,8.04,2.03,6.94,58.38,14.67,59.84,AMD-COL-0138346,image_classifier,0.937,validation
AMD-COMP-009222,AMD-BIN-0097,AMD-Z-05,Prahlad Nagar,2026-05-06 12:48:35,2026-05-06,Commercial,27.14,32.87,8.46,1.25,22.76,7.52,659.66,AMD-COL-0044006,manual_audit,0.899,validation
AMD-COMP-010957,AMD-BIN-0117,AMD-Z-06,Thaltej,2026-05-06 12:48:41,2026-05-06,Organic,5.67,4.57,0.05,0.17,87.02,2.52,30.1,AMD-COL-0052053,sensor_estimate,0.803,validation
AMD-COMP-022114,AMD-BIN-0252,AMD-Z-14,Shahibaug,2026-05-06 12:48:42,2026-05-06,Recyclable,46.74,21.23,2.63,14.46,3.44,11.5,385.64,AMD-COL-0104380,image_classifier,0.922,validation
AMD-COMP-014626,AMD-BIN-0164,AMD-Z-09,Chandkheda,2026-05-06 12:48:48,2026-05-06,Mixed,12.04,5.49,4.08,0.08,70.14,8.17,84.43,AMD-COL-0069313,sensor_estimate,0.744,validation
AMD-COMP-043114,AMD-BIN-0486,AMD-Z-27,CG Road,2026-05-06 12:49:33,2026-05-06,Organic,13.46,12.2,0.05,0.41,71.24,2.64,298.8,AMD-COL-0202029,image_classifier,0.897,validation
AMD-COMP-025001,AMD-BIN-0286,AMD-Z-16,Memnagar,2026-05-06 12:49:37,2026-05-06,Organic,0.23,0.05,2.1,0.05,93.26,4.31,127.55,AMD-COL-0118320,sensor_estimate,0.78,validation
AMD-COMP-009652,AMD-BIN-0102,AMD-Z-05,Prahlad Nagar,2026-05-06 12:50:36,2026-05-06,Commercial,41.05,26.17,2.04,6.96,13.75,10.03,352.34,AMD-COL-0046050,sensor_estimate,0.764,validation
AMD-COMP-054865,AMD-BIN-0588,AMD-Z-33,Wadaj,2026-05-06 12:50:37,2026-05-06,Dry,32.84,14.54,6.79,3.38,23.63,18.82,37.85,AMD-COL-0257814,image_classifier,0.923,validation
AMD-COMP-019725,AMD-BIN-0219,AMD-Z-12,Paldi,2026-05-06 12:50:41,2026-05-06,Mixed,11.24,4.55,4.5,6.3,62.69,10.72,46.33,AMD-COL-0092971,sensor_estimate,0.725,validation
AMD-COMP-014537,AMD-BIN-0163,AMD-Z-09,Chandkheda,2026-05-06 12:50:54,2026-05-06,Organic,5.81,8.22,0.5,1.45,77.71,6.31,50.6,AMD-COL-0068945,sensor_estimate,0.798,validation
AMD-COMP-047791,AMD-BIN-0525,AMD-Z-29,Shahpur,2026-05-06 12:51:26,2026-05-06,Commercial,9.62,18.51,2.75,7.33,58.86,2.93,343.7,AMD-COL-0223936,sensor_estimate,0.641,validation
AMD-COMP-017556,AMD-BIN-0200,AMD-Z-11,Maninagar,2026-05-06 12:51:40,2026-05-06,Mixed,15.45,4.61,4.66,5.75,64.69,4.84,310.93,AMD-COL-0082952,image_classifier,0.848,validation
AMD-COMP-046932,AMD-BIN-0518,AMD-Z-29,Shahpur,2026-05-06 13:22:29,2026-05-06,Organic,3.32,5.73,0.44,0.05,88.69,1.77,236.12,AMD-COL-0219823,image_classifier,0.752,validation
AMD-COMP-032582,AMD-BIN-0368,AMD-Z-20,Naroda,2026-05-06 13:39:40,2026-05-06,Organic,15.78,9.25,1.2,3.33,53.17,17.27,437.87,AMD-COL-0153117,sensor_estimate,0.655,validation
AMD-COMP-022511,AMD-BIN-0256,AMD-Z-14,Shahibaug,2026-05-06 13:43:19,2026-05-06,Dry,24.48,25.51,5.9,18.24,9.96,15.91,56.76,AMD-COL-0106293,image_classifier,0.727,validation
AMD-COMP-027465,AMD-BIN-0316,AMD-Z-18,Nikol,2026-05-06 13:46:12,2026-05-06,Organic,6.85,6.97,1.52,1.52,72.97,10.17,70.85,AMD-COL-0129396,image_classifier,0.869,validation
AMD-COMP-036872,AMD-BIN-0415,AMD-Z-23,Ranip,2026-05-06 13:54:55,2026-05-06,Organic,2.67,3.06,0.05,0.05,88.95,5.22,67.15,AMD-COL-0173133,manual_audit,0.977,validation
AMD-COMP-047248,AMD-BIN-0521,AMD-Z-29,Shahpur,2026-05-06 14:02:29,2026-05-06,Dry,23.95,20.69,7.45,7.07,25.07,15.77,254.05,AMD-COL-0221437,sensor_estimate,0.606,validation
AMD-COMP-011334,AMD-BIN-0123,AMD-Z-06,Thaltej,2026-05-06 14:24:51,2026-05-06,Dry,25.43,15.17,4.77,6.71,14.79,33.13,162.29,AMD-COL-0053821,image_classifier,0.711,validation
AMD-COMP-018916,AMD-BIN-0212,AMD-Z-11,Maninagar,2026-05-06 14:25:36,2026-05-06,Commercial,14.05,15.25,1.49,6.14,49.36,13.71,203.4,AMD-COL-0089075,sensor_estimate,0.792,validation
AMD-COMP-037528,AMD-BIN-0425,AMD-Z-24,Sabarmati,2026-05-06 14:41:02,2026-05-06,Mixed,4.48,10.15,1.67,2.16,71.74,9.8,52.44,AMD-COL-0176157,image_classifier,0.88,validation
AMD-COMP-036083,AMD-BIN-0405,AMD-Z-22,Vatva,2026-05-06 14:50:47,2026-05-06,Recyclable,18.21,21.77,20.72,18.27,4.6,16.43,154.37,AMD-COL-0169614,sensor_estimate,0.644,validation
AMD-COMP-032106,AMD-BIN-0364,AMD-Z-20,Naroda,2026-05-06 15:12:25,2026-05-06,Recyclable,35.14,27.14,26.97,3.57,0.95,6.23,56.5,AMD-COL-0150871,image_classifier,0.898,validation
AMD-COMP-004897,AMD-BIN-0055,AMD-Z-03,Satellite,2026-05-06 15:14:07,2026-05-06,Dry,32.41,38.85,3.6,4.53,6.7,13.91,328.65,AMD-COL-0023170,sensor_estimate,0.582,validation
AMD-COMP-055314,AMD-BIN-0594,AMD-Z-33,Wadaj,2026-05-06 15:27:38,2026-05-06,Mixed,21.71,9.43,0.05,1.42,55.16,12.23,33.14,AMD-COL-0259853,image_classifier,0.898,validation
AMD-COMP-017972,AMD-BIN-0204,AMD-Z-11,Maninagar,2026-05-06 15:29:20,2026-05-06,Mixed,11.82,0.33,1.95,2.65,74.98,8.27,485.74,AMD-COL-0084862,sensor_estimate,0.807,validation
AMD-COMP-006104,AMD-BIN-0067,AMD-Z-03,Satellite,2026-05-06 18:29:33,2026-05-06,Dry,38.07,22.69,7.2,9.7,12.09,10.25,629.47,AMD-COL-0029087,image_classifier,0.892,validation
AMD-COMP-049538,AMD-BIN-0539,AMD-Z-30,Jamalpur,2026-05-06 18:49:26,2026-05-06,Mixed,15.91,10.99,1.29,0.21,58.8,12.8,1136.29,AMD-COL-0232423,image_classifier,0.793,validation
AMD-COMP-029490,AMD-BIN-0341,AMD-Z-19,Vastral,2026-05-07 00:05:03,2026-05-07,Mixed,12.61,3.91,1.96,7.69,60.08,13.75,15.17,AMD-COL-0138901,image_classifier,0.902,validation
