bin_id,zone_id,zone_name,latitude,longitude,ward,bin_type,capacity_kg,capacity_liters,waste_stream,installation_date,collection_frequency,nearby_landmark,population_density,commercial_density,residential_density,market_area,sensitive_location,data_type
AMD-BIN-0419,AMD-Z-23,Ranip,23.078954,72.566748,Ranip Ward,Community Bin,500,910,Organic,2019-05-12,twice_daily,New Ranip Circle,26949,59,88,0,0,synthetic
AMD-BIN-0420,AMD-Z-23,Ranip,23.075688,72.558486,Ranip Ward,Twin Bin Set,100,180,Organic,2020-11-07,alternate_day,Ranip Gam Chowk,29008,47,77,0,1,synthetic
AMD-BIN-0421,AMD-Z-23,Ranip,23.076152,72.564201,Ranip Ward,Community Bin,50,90,Organic,2020-06-12,alternate_day,Ranip Railway Crossing,27258,50,87,0,0,synthetic
AMD-BIN-0422,AMD-Z-23,Ranip,23.079225,72.568526,Ranip Ward,Skip Container,500,2270,Recyclable,2025-06-28,daily,Ranip Gam Chowk,26201,52,73,0,0,synthetic
AMD-BIN-0423,AMD-Z-24,Sabarmati,23.085475,72.582373,Sabarmati Ward,Litter Bin,150,380,Mixed,2020-09-18,daily,Sabarmati Railway Station,24931,50,79,0,0,synthetic
AMD-BIN-0424,AMD-Z-24,Sabarmati,23.080932,72.578847,Sabarmati Ward,Skip Container,500,2000,Dry,2022-01-21,alternate_day,Sabarmati Railway Station,25734,54,88,0,1,synthetic
AMD-BIN-0425,AMD-Z-24,Sabarmati,23.077492,72.578673,Sabarmati Ward,Community Bin,150,380,Mixed,2023-08-14,alternate_day,Sabarmati Railway Station,23487,47,77,1,0,synthetic
AMD-BIN-0426,AMD-Z-24,Sabarmati,23.08358,72.584315,Sabarmati Ward,Twin Bin Set,150,270,Organic,2021-03-04,alternate_day,Sabarmati Ashram Road,28455,50,92,0,0,synthetic
AMD-BIN-0427,AMD-Z-24,Sabarmati,23.07883,72.578454,Sabarmati Ward,Twin Bin Set,100,250,Mixed,2022-06-05,daily,Sabarmati Railway Station,25767,62,75,0,0,synthetic
AMD-BIN-0428,AMD-Z-24,Sabarmati,23.082928,72.582958,Sabarmati Ward,Litter Bin,100,250,Mixed,2021-08-26,daily,Sabarmati Ashram Road,24548,48,91,0,0,synthetic
AMD-BIN-0429,AMD-Z-24,Sabarmati,23.081365,72.580721,Sabarmati Ward,Twin Bin Set,50,90,Organic,2019-06-21,alternate_day,Sabarmati Power House,26207,56,94,1,0,synthetic
AMD-BIN-0430,AMD-Z-24,Sabarmati,23.077659,72.582199,Sabarmati Ward,Underground Bin,500,910,Organic,2024-06-22,daily,Dharmnagar Crossing,29423,54,82,0,0,synthetic
AMD-BIN-0431,AMD-Z-24,Sabarmati,23.078597,72.587666,Sabarmati Ward,Community Bin,150,270,Organic,2025-02-21,daily,Sabarmati Power House,28182,49,79,0,0,synthetic
AMD-BIN-0432,AMD-Z-24,Sabarmati,23.077459,72.584753,Sabarmati Ward,Litter Bin,150,380,Mixed,2024-03-19,alternate_day,Ramnagar Circle,29464,55,87,1,0,synthetic
AMD-BIN-0433,AMD-Z-24,Sabarmati,23.086885,72.584381,Sabarmati Ward,Litter Bin,150,380,Mixed,2025-04-13,daily,Sabarmati Power House,24775,47,82,0,0,synthetic
AMD-BIN-0434,AMD-Z-24,Sabarmati,23.081008,72.584555,Sabarmati Ward,Community Bin,500,910,Organic,2020-03-09,alternate_day,Ramnagar Circle,27232,59,92,1,0,synthetic
AMD-BIN-0435,AMD-Z-24,Sabarmati,23.080412,72.580188,Sabarmati Ward,Underground Bin,500,910,Organic,2020-08-18,daily,Sabarmati Power House,24711,69,87,0,0,synthetic
AMD-BIN-0436,AMD-Z-24,Sabarmati,23.082226,72.573332,Sabarmati Ward,Twin Bin Set,50,140,Commercial,2025-07-02,daily,Ramnagar Circle,27047,51,80,0,0,synthetic
AMD-BIN-0437,AMD-Z-24,Sabarmati,23.076666,72.583046,Sabarmati Ward,Litter Bin,150,600,Dry,2021-05-31,daily,Dharmnagar Crossing,27442,60,83,0,0,synthetic
AMD-BIN-0438,AMD-Z-24,Sabarmati,23.07935,72.581839,Sabarmati Ward,Litter Bin,100,180,Organic,2021-10-01,twice_daily,Sabarmati Ashram Road,27110,58,76,0,0,synthetic
AMD-BIN-0439,AMD-Z-25,Ellis Bridge,23.021251,72.576059,Ellis Bridge Ward,Underground Bin,500,2000,Dry,2020-12-08,daily,Nehru Bridge Corner,28660,89,59,0,0,synthetic
AMD-BIN-0440,AMD-Z-25,Ellis Bridge,23.021462,72.569466,Ellis Bridge Ward,Community Bin,150,380,Mixed,2021-12-22,alternate_day,Ellis Bridge Approach,22704,77,66,0,0,synthetic
AMD-BIN-0441,AMD-Z-25,Ellis Bridge,23.025148,72.575424,Ellis Bridge Ward,Skip Container,500,2000,Dry,2024-10-02,twice_daily,Riverfront West Gate 3,24851,84,52,0,0,synthetic
AMD-BIN-0442,AMD-Z-25,Ellis Bridge,23.024247,72.572802,Ellis Bridge Ward,Twin Bin Set,500,2000,Dry,2024-11-14,daily,Riverfront West Gate 3,23743,79,51,0,0,synthetic
AMD-BIN-0443,AMD-Z-25,Ellis Bridge,23.024827,72.573204,Ellis Bridge Ward,Compactor Bin,1000,2860,Commercial,2019-01-25,twice_daily,Riverfront West Gate 3,22633,90,60,0,0,synthetic
AMD-BIN-0444,AMD-Z-25,Ellis Bridge,23.023735,72.567569,Ellis Bridge Ward,Twin Bin Set,500,1430,Commercial,2019-07-17,daily,Riverfront West Gate 3,27226,78,57,1,0,synthetic
AMD-BIN-0445,AMD-Z-25,Ellis Bridge,23.019459,72.573087,Ellis Bridge Ward,Skip Container,500,2270,Recyclable,2022-01-08,twice_daily,Ellis Bridge Approach,23099,86,51,0,0,synthetic
AMD-BIN-0446,AMD-Z-25,Ellis Bridge,23.02665,72.571772,Ellis Bridge Ward,Twin Bin Set,500,1250,Mixed,2024-01-06,daily,Riverfront West Gate 3,24741,87,59,0,0,synthetic
AMD-BIN-0447,AMD-Z-25,Ellis Bridge,23.019973,72.570172,Ellis Bridge Ward,Community Bin,1000,1820,Organic,2019-02-07,daily,Nehru Bridge Corner,22744,83,56,0,0,synthetic
AMD-BIN-0448,AMD-Z-25,Ellis Bridge,23.021915,72.57043,Ellis Bridge Ward,Skip Container,660,1200,Organic,2019-09-27,daily,Town Hall Circle,28670,80,56,0,0,synthetic
AMD-BIN-0449,AMD-Z-25,Ellis Bridge,23.023606,72.571072,Ellis Bridge Ward,Community Bin,500,1430,Commercial,2020-02-06,daily,Town Hall Circle,24242,84,64,0,0,synthetic
AMD-BIN-0450,AMD-Z-25,Ellis Bridge,23.024035,72.566599,Ellis Bridge Ward,Underground Bin,500,2000,Dry,2019-07-20,daily,Riverfront West Gate 3,27248,88,66,0,0,synthetic
AMD-BIN-0451,AMD-Z-25,Ellis Bridge,23.024433,72.571886,Ellis Bridge Ward,Community Bin,500,1250,Mixed,2021-03-10,alternate_day,Nehru Bridge Corner,22171,75,52,0,0,synthetic
AMD-BIN-0452,AMD-Z-25,Ellis Bridge,23.019907,72.570898,Ellis Bridge Ward,Community Bin,500,2000,Dry,2024-09-15,twice_daily,Municipal Market Road,26968,81,45,0,0,synthetic
AMD-BIN-0453,AMD-Z-25,Ellis Bridge,23.025745,72.569592,Ellis Bridge Ward,Skip Container,240,440,Organic,2019-12-11,daily,Ellis Bridge Approach,24246,89,53,0,1,synthetic
AMD-BIN-0454,AMD-Z-25,Ellis Bridge,23.021738,72.571388,Ellis Bridge Ward,Twin Bin Set,500,2270,Recyclable,2019-06-14,alternate_day,Nehru Bridge Corner,23165,82,67,0,0,synthetic
AMD-BIN-0455,AMD-Z-26,Ashram Road,23.035767,72.572902,Ashram Road Ward,Skip Container,1000,4550,Recyclable,2020-06-04,daily,Ashram Road Bus Stop,24517,92,44,0,0,synthetic
AMD-BIN-0456,AMD-Z-26,Ashram Road,23.034899,72.561454,Ashram Road Ward,Litter Bin,150,600,Dry,2025-02-18,daily,Usmanpura Crossing,23619,84,53,0,0,synthetic
AMD-BIN-0457,AMD-Z-26,Ashram Road,23.026345,72.57395,Ashram Road Ward,Twin Bin Set,500,2000,Dry,2023-11-23,twice_daily,Income Tax Circle,20396,94,45,0,0,synthetic
AMD-BIN-0458,AMD-Z-26,Ashram Road,23.028641,72.575656,Ashram Road Ward,Community Bin,500,2000,Dry,2024-08-15,daily,Ashram Road Bus Stop,25655,88,45,0,0,synthetic
AMD-BIN-0459,AMD-Z-26,Ashram Road,23.031341,72.571589,Ashram Road Ward,Community Bin,150,380,Mixed,2025-02-24,twice_daily,Usmanpura Crossing,22711,89,48,0,0,synthetic
AMD-BIN-0460,AMD-Z-26,Ashram Road,23.028986,72.577613,Ashram Road Ward,Community Bin,660,1650,Mixed,2023-02-26,daily,Usmanpura Crossing,27323,86,51,0,1,synthetic
AMD-BIN-0461,AMD-Z-26,Ashram Road,23.037238,72.574523,Ashram Road Ward,Community Bin,660,1200,Organic,2019-12-30,daily,Gandhi Ashram Gate,27107,88,44,0,0,synthetic
AMD-BIN-0462,AMD-Z-26,Ashram Road,23.035485,72.572163,Ashram Road Ward,Twin Bin Set,240,960,Dry,2021-05-10,daily,Ashram Road Bus Stop,20625,92,56,0,0,synthetic
AMD-BIN-0463,AMD-Z-26,Ashram Road,23.036699,72.57148,Ashram Road Ward,Community Bin,1000,4000,Dry,2025-03-17,daily,Ashram Road Bus Stop,25147,97,33,0,0,synthetic
AMD-BIN-0464,AMD-Z-26,Ashram Road,23.033756,72.575256,Ashram Road Ward,Twin Bin Set,500,2270,Recyclable,2024-08-02,twice_daily,Times of India Circle,23676,93,54,0,0,synthetic
AMD-BIN-0465,AMD-Z-26,Ashram Road,23.029184,72.570407,Ashram Road Ward,Litter Bin,150,380,Mixed,2024-12-07,daily,Usmanpura Crossing,27483,86,52,0,0,synthetic
AMD-BIN-0466,AMD-Z-26,Ashram Road,23.032599,72.566863,Ashram Road Ward,Twin Bin Set,500,1250,Mixed,2019-04-08,daily,Income Tax Circle,25288,93,47,0,0,synthetic
AMD-BIN-0467,AMD-Z-26,Ashram Road,23.02535,72.569577,Ashram Road Ward,Twin Bin Set,240,600,Mixed,2020-11-30,daily,Income Tax Circle,24242,84,48,0,0,synthetic
AMD-BIN-0468,AMD-Z-26,Ashram Road,23.034666,72.571457,Ashram Road Ward,Community Bin,500,2270,Recyclable,2019-09-12,daily,Gandhi Ashram Gate,23190,80,60,0,0,synthetic
AMD-BIN-0469,AMD-Z-26,Ashram Road,23.037706,72.577213,Ashram Road Ward,Community Bin,500,2000,Dry,2024-05-03,daily,Income Tax Circle,25227,91,39,0,0,synthetic
AMD-BIN-0470,AMD-Z-26,Ashram Road,23.034369,72.571263,Ashram Road Ward,Community Bin,240,440,Organic,2019-12-24,twice_daily,Ashram Road Bus Stop,22561,86,45,0,0,synthetic
AMD-BIN-0471,AMD-Z-26,Ashram Road,23.036173,72.574694,Ashram Road Ward,Twin Bin Set,500,1430,Commercial,2023-07-12,daily,Income Tax Circle,24003,92,49,0,0,synthetic
AMD-BIN-0472,AMD-Z-26,Ashram Road,23.02991,72.567908,Ashram Road Ward,Compactor Bin,660,1890,Commercial,2019-03-14,daily,Gandhi Ashram Gate,24581,90,51,0,1,synthetic
AMD-BIN-0473,AMD-Z-27,CG Road,23.026359,72.557409,CG Road Ward,Twin Bin Set,500,1250,Mixed,2025-04-18,daily,Panchvati Circle,20854,86,44,0,0,synthetic
AMD-BIN-0474,AMD-Z-27,CG Road,23.027664,72.564365,CG Road Ward,Community Bin,240,600,Mixed,2019-05-11,alternate_day,Panchvati Circle,21445,89,56,0,1,synthetic
AMD-BIN-0475,AMD-Z-27,CG Road,23.028118,72.556219,CG Road Ward,Community Bin,500,1250,Mixed,2020-11-03,daily,Stadium Cross Road,23469,94,47,0,1,synthetic
AMD-BIN-0476,AMD-Z-27,CG Road,23.033145,72.560384,CG Road Ward,Community Bin,150,600,Dry,2024-03-17,daily,Parimal Garden Corner,20311,99,46,0,0,synthetic
AMD-BIN-0477,AMD-Z-27,CG Road,23.024429,72.554765,CG Road Ward,Skip Container,1000,4550,Recyclable,2021-12-07,daily,Parimal Garden Corner,22504,90,48,0,0,synthetic
AMD-BIN-0478,AMD-Z-27,CG Road,23.027548,72.569334,CG Road Ward,Skip Container,500,910,Organic,2024-08-14,twice_daily,Municipal Market CG Road,21844,88,46,0,0,synthetic
AMD-BIN-0479,AMD-Z-27,CG Road,23.027488,72.567797,CG Road Ward,Community Bin,500,1430,Commercial,2021-05-26,daily,Municipal Market CG Road,25416,97,39,0,0,synthetic
AMD-BIN-0480,AMD-Z-27,CG Road,23.029384,72.558861,CG Road Ward,Twin Bin Set,240,1090,Recyclable,2024-07-28,daily,Municipal Market CG Road,26977,90,42,0,0,synthetic
AMD-BIN-0481,AMD-Z-27,CG Road,23.026842,72.55682,CG Road Ward,Community Bin,500,1250,Mixed,2023-06-22,daily,Parimal Garden Corner,21337,93,52,0,0,synthetic
AMD-BIN-0482,AMD-Z-27,CG Road,23.031127,72.559564,CG Road Ward,Skip Container,500,910,Organic,2021-12-15,twice_daily,Municipal Market CG Road,20999,97,44,0,0,synthetic
AMD-BIN-0483,AMD-Z-27,CG Road,23.032484,72.558825,CG Road Ward,Twin Bin Set,500,1250,Mixed,2025-07-18,daily,Swastik Cross Road,17972,89,45,0,0,synthetic
AMD-BIN-0484,AMD-Z-27,CG Road,23.029901,72.560998,CG Road Ward,Underground Bin,240,440,Organic,2021-04-18,daily,Municipal Market CG Road,25871,85,50,0,0,synthetic
AMD-BIN-0485,AMD-Z-27,CG Road,23.026201,72.556125,CG Road Ward,Twin Bin Set,500,1430,Commercial,2023-07-20,daily,Municipal Market CG Road,22307,93,37,0,0,synthetic
AMD-BIN-0486,AMD-Z-27,CG Road,23.026255,72.561502,CG Road Ward,Community Bin,660,1200,Organic,2021-02-06,daily,Parimal Garden Corner,23856,97,47,0,0,synthetic
AMD-BIN-0487,AMD-Z-27,CG Road,23.03235,72.55746,CG Road Ward,Twin Bin Set,500,1250,Mixed,2022-02-12,daily,Swastik Cross Road,22914,91,45,0,0,synthetic
AMD-BIN-0488,AMD-Z-27,CG Road,23.02969,72.559295,CG Road Ward,Compactor Bin,660,1650,Mixed,2020-06-18,daily,Stadium Cross Road,25910,93,39,1,0,synthetic
AMD-BIN-0489,AMD-Z-27,CG Road,23.033615,72.562914,CG Road Ward,Skip Container,240,960,Dry,2020-12-11,daily,Stadium Cross Road,25266,96,41,0,0,synthetic
AMD-BIN-0490,AMD-Z-27,CG Road,23.028463,72.558164,CG Road Ward,Community Bin,1000,2500,Mixed,2019-09-08,twice_daily,Parimal Garden Corner,20227,98,48,0,0,synthetic
AMD-BIN-0491,AMD-Z-27,CG Road,23.029128,72.559004,CG Road Ward,Community Bin,500,2000,Dry,2020-10-20,twice_daily,Municipal Market CG Road,20912,86,38,0,0,synthetic
AMD-BIN-0492,AMD-Z-27,CG Road,23.026669,72.556838,CG Road Ward,Skip Container,240,1090,Recyclable,2019-04-21,daily,Panchvati Circle,18784,100,42,0,0,synthetic
AMD-BIN-0493,AMD-Z-28,Relief Road,23.031018,72.587697,Relief Road Ward,Skip Container,660,1890,Commercial,2024-02-17,daily,Teen Darwaja,36798,88,55,1,1,synthetic
AMD-BIN-0494,AMD-Z-28,Relief Road,23.024508,72.590496,Relief Road Ward,Twin Bin Set,500,1430,Commercial,2020-11-18,daily,Manek Chowk Entry,38749,91,54,1,0,synthetic
AMD-BIN-0495,AMD-Z-28,Relief Road,23.030002,72.58614,Relief Road Ward,Community Bin,240,600,Mixed,2024-10-28,daily,Relief Road Market Lane,41192,81,70,1,0,synthetic
AMD-BIN-0496,AMD-Z-28,Relief Road,23.024949,72.585939,Relief Road Ward,Underground Bin,240,440,Organic,2023-11-27,twice_daily,Manek Chowk Entry,39141,88,67,1,0,synthetic
AMD-BIN-0497,AMD-Z-28,Relief Road,23.023552,72.588642,Relief Road Ward,Skip Container,660,3000,Recyclable,2023-12-01,daily,Relief Road Market Lane,36061,90,58,1,0,synthetic
AMD-BIN-0498,AMD-Z-28,Relief Road,23.024566,72.590056,Relief Road Ward,Litter Bin,150,380,Mixed,2024-07-09,twice_daily,Manek Chowk Entry,37026,90,58,1,0,synthetic
AMD-BIN-0499,AMD-Z-28,Relief Road,23.031414,72.586607,Relief Road Ward,Skip Container,500,2000,Dry,2019-01-12,daily,Relief Road Market Lane,40895,87,54,1,0,synthetic
AMD-BIN-0500,AMD-Z-28,Relief Road,23.025784,72.588202,Relief Road Ward,Skip Container,660,1650,Mixed,2022-03-13,twice_daily,Relief Road Market Lane,37377,85,54,1,0,synthetic
AMD-BIN-0501,AMD-Z-28,Relief Road,23.028888,72.585034,Relief Road Ward,Compactor Bin,660,1890,Commercial,2022-05-25,twice_daily,Teen Darwaja,35715,85,58,1,0,synthetic
AMD-BIN-0502,AMD-Z-28,Relief Road,23.024262,72.587024,Relief Road Ward,Compactor Bin,660,1650,Mixed,2025-01-26,daily,Relief Road Market Lane,36122,85,58,1,0,synthetic
AMD-BIN-0503,AMD-Z-28,Relief Road,23.02287,72.582539,Relief Road Ward,Underground Bin,240,600,Mixed,2019-08-02,daily,Kalupur Gate,38552,86,57,1,0,synthetic
AMD-BIN-0504,AMD-Z-28,Relief Road,23.029464,72.595348,Relief Road Ward,Compactor Bin,1000,1820,Organic,2019-03-08,daily,Relief Road Market Lane,34946,92,48,1,0,synthetic
AMD-BIN-0505,AMD-Z-28,Relief Road,23.015712,72.585216,Relief Road Ward,Community Bin,150,380,Mixed,2019-08-06,daily,Kalupur Gate,40348,96,54,1,0,synthetic
AMD-BIN-0506,AMD-Z-28,Relief Road,23.02607,72.589672,Relief Road Ward,Community Bin,150,430,Commercial,2021-11-01,twice_daily,Kalupur Gate,43132,86,57,1,0,synthetic
AMD-BIN-0507,AMD-Z-28,Relief Road,23.034515,72.585462,Relief Road Ward,Community Bin,500,1250,Mixed,2024-07-20,twice_daily,Kalupur Gate,36239,93,65,1,0,synthetic
AMD-BIN-0508,AMD-Z-28,Relief Road,23.025995,72.58225,Relief Road Ward,Community Bin,1000,1820,Organic,2025-01-29,daily,Relief Cinema Corner,38660,100,52,0,0,synthetic
AMD-BIN-0509,AMD-Z-28,Relief Road,23.031041,72.587223,Relief Road Ward,Twin Bin Set,500,1250,Mixed,2024-08-15,twice_daily,Manek Chowk Entry,34910,97,59,1,0,synthetic
AMD-BIN-0510,AMD-Z-28,Relief Road,23.023123,72.587186,Relief Road Ward,Skip Container,1000,1820,Organic,2024-06-17,twice_daily,Relief Cinema Corner,37413,88,59,1,0,synthetic
AMD-BIN-0511,AMD-Z-28,Relief Road,23.026549,72.586666,Relief Road Ward,Skip Container,1000,2860,Commercial,2020-10-20,twice_daily,Teen Darwaja,39980,93,69,1,0,synthetic
AMD-BIN-0512,AMD-Z-28,Relief Road,23.031054,72.590422,Relief Road Ward,Underground Bin,500,1250,Mixed,2019-12-24,twice_daily,Manek Chowk Entry,37713,87,64,1,0,synthetic
AMD-BIN-0513,AMD-Z-28,Relief Road,23.023473,72.58975,Relief Road Ward,Community Bin,240,440,Organic,2021-10-02,twice_daily,Relief Cinema Corner,39566,100,64,1,1,synthetic
AMD-BIN-0514,AMD-Z-28,Relief Road,23.026467,72.596108,Relief Road Ward,Skip Container,240,440,Organic,2022-11-25,twice_daily,Manek Chowk Entry,34936,88,57,0,0,synthetic
AMD-BIN-0515,AMD-Z-29,Shahpur,23.038365,72.581993,Shahpur Ward,Skip Container,1000,1820,Organic,2020-05-22,daily,Khanpur Crossing,35729,70,68,1,0,synthetic
AMD-BIN-0516,AMD-Z-29,Shahpur,23.043737,72.579146,Shahpur Ward,Community Bin,500,1250,Mixed,2023-12-23,twice_daily,Shahpur Darwaja,35823,72,68,1,0,synthetic
AMD-BIN-0517,AMD-Z-29,Shahpur,23.044398,72.586052,Shahpur Ward,Community Bin,500,910,Organic,2021-10-26,daily,Khanpur Crossing,33618,84,61,1,0,synthetic
AMD-BIN-0518,AMD-Z-29,Shahpur,23.036119,72.57833,Shahpur Ward,Skip Container,660,1200,Organic,2019-07-26,twice_daily,Shahpur Mill Compound,31431,69,73,1,0,synthetic
AMD-BIN-0519,AMD-Z-29,Shahpur,23.038414,72.586368,Shahpur Ward,Community Bin,1000,1820,Organic,2020-09-07,daily,Shahpur Darwaja,34508,66,75,1,0,synthetic
AMD-BIN-0520,AMD-Z-29,Shahpur,23.040553,72.587619,Shahpur Ward,Twin Bin Set,500,1430,Commercial,2020-06-20,twice_daily,Shahpur Bahai Centre Road,34761,75,62,1,0,synthetic
AMD-BIN-0521,AMD-Z-29,Shahpur,23.041905,72.585389,Shahpur Ward,Twin Bin Set,240,960,Dry,2021-06-08,daily,Shahpur Gate Market,36108,79,73,1,0,synthetic
AMD-BIN-0522,AMD-Z-29,Shahpur,23.042214,72.585899,Shahpur Ward,Twin Bin Set,150,270,Organic,2025-05-18,daily,Shahpur Darwaja,36678,75,79,1,0,synthetic
AMD-BIN-0523,AMD-Z-29,Shahpur,23.040675,72.583096,Shahpur Ward,Compactor Bin,1000,2500,Mixed,2025-02-20,twice_daily,Shahpur Gate Market,35208,74,62,1,0,synthetic
AMD-BIN-0524,AMD-Z-29,Shahpur,23.046383,72.58411,Shahpur Ward,Compactor Bin,1000,1820,Organic,2019-04-08,twice_daily,Shahpur Mill Compound,35326,76,71,1,0,synthetic
AMD-BIN-0525,AMD-Z-29,Shahpur,23.037983,72.583054,Shahpur Ward,Community Bin,500,1430,Commercial,2023-12-05,twice_daily,Shahpur Mill Compound,35601,70,65,1,0,synthetic
AMD-BIN-0526,AMD-Z-29,Shahpur,23.034609,72.584724,Shahpur Ward,Skip Container,660,1200,Organic,2024-01-07,twice_daily,Shahpur Gate Market,35454,68,67,1,0,synthetic
AMD-BIN-0527,AMD-Z-29,Shahpur,23.040549,72.587267,Shahpur Ward,Community Bin,660,1650,Mixed,2020-01-27,daily,Shahpur Mill Compound,29829,73,73,0,0,synthetic
AMD-BIN-0528,AMD-Z-29,Shahpur,23.04094,72.57852,Shahpur Ward,Underground Bin,500,1430,Commercial,2020-07-04,daily,Shahpur Mill Compound,35189,69,81,1,0,synthetic
AMD-BIN-0529,AMD-Z-29,Shahpur,23.045184,72.583363,Shahpur Ward,Skip Container,1000,4000,Dry,2024-07-02,daily,Shahpur Mill Compound,33454,64,77,1,0,synthetic
AMD-BIN-0530,AMD-Z-29,Shahpur,23.038452,72.584584,Shahpur Ward,Twin Bin Set,240,440,Organic,2021-07-19,twice_daily,Shahpur Gate Market,36063,64,83,1,0,synthetic
AMD-BIN-0531,AMD-Z-29,Shahpur,23.042486,72.588641,Shahpur Ward,Community Bin,500,1250,Mixed,2021-02-17,twice_daily,Khanpur Crossing,34092,80,70,1,1,synthetic
AMD-BIN-0532,AMD-Z-30,Jamalpur,23.010853,72.579817,Jamalpur Ward,Skip Container,1000,2500,Mixed,2022-03-08,twice_daily,Astodia Crossing,34684,87,71,1,0,synthetic
AMD-BIN-0533,AMD-Z-30,Jamalpur,23.01241,72.583724,Jamalpur Ward,Skip Container,660,1200,Organic,2019-11-04,twice_daily,Jamalpur Vegetable Market,37218,98,63,1,0,synthetic
AMD-BIN-0534,AMD-Z-30,Jamalpur,23.012675,72.588051,Jamalpur Ward,Skip Container,500,1250,Mixed,2022-06-03,twice_daily,Jamalpur Bridge,37476,78,68,1,0,synthetic
AMD-BIN-0535,AMD-Z-30,Jamalpur,23.012674,72.588199,Jamalpur Ward,Skip Container,660,1200,Organic,2020-06-16,daily,Jamalpur Mill Road,35834,78,69,1,0,synthetic
AMD-BIN-0536,AMD-Z-30,Jamalpur,23.01214,72.579152,Jamalpur Ward,Compactor Bin,660,1200,Organic,2019-04-07,twice_daily,Jamalpur Mill Road,36686,93,65,1,0,synthetic
AMD-BIN-0537,AMD-Z-30,Jamalpur,23.014718,72.582481,Jamalpur Ward,Litter Bin,150,380,Mixed,2022-10-20,twice_daily,Jamalpur Bridge,37115,86,67,1,0,synthetic
AMD-BIN-0538,AMD-Z-30,Jamalpur,23.014098,72.587355,Jamalpur Ward,Community Bin,500,910,Organic,2022-11-21,daily,Astodia Crossing,35484,78,68,1,0,synthetic
AMD-BIN-0539,AMD-Z-30,Jamalpur,23.01493,72.589077,Jamalpur Ward,Skip Container,1000,2500,Mixed,2022-01-28,twice_daily,Astodia Crossing,37130,84,73,1,0,synthetic
AMD-BIN-0540,AMD-Z-30,Jamalpur,23.021212,72.582491,Jamalpur Ward,Twin Bin Set,500,1250,Mixed,2019-08-29,twice_daily,Jamalpur Mill Road,36439,77,67,1,0,synthetic
AMD-BIN-0541,AMD-Z-30,Jamalpur,23.013507,72.587739,Jamalpur Ward,Compactor Bin,1000,4000,Dry,2020-03-10,twice_daily,Jamalpur Bridge,37561,79,79,1,0,synthetic
AMD-BIN-0542,AMD-Z-30,Jamalpur,23.016444,72.587445,Jamalpur Ward,Skip Container,1000,1820,Organic,2024-08-26,twice_daily,Astodia Crossing,36921,78,66,1,0,synthetic
AMD-BIN-0543,AMD-Z-30,Jamalpur,23.015593,72.585312,Jamalpur Ward,Skip Container,1000,1820,Organic,2023-01-01,twice_daily,Jamalpur Darwaja,34835,80,71,1,0,synthetic
AMD-BIN-0544,AMD-Z-30,Jamalpur,23.016278,72.589425,Jamalpur Ward,Compactor Bin,1000,4550,Recyclable,2021-04-28,alternate_day,Jamalpur Vegetable Market,33945,91,64,0,0,synthetic
AMD-BIN-0545,AMD-Z-30,Jamalpur,23.016773,72.585114,Jamalpur Ward,Community Bin,660,1200,Organic,2021-12-21,daily,Astodia Crossing,35300,83,69,1,0,synthetic
AMD-BIN-0546,AMD-Z-30,Jamalpur,23.013964,72.589324,Jamalpur Ward,Litter Bin,150,380,Mixed,2024-09-27,daily,Jamalpur Mill Road,36172,99,59,1,0,synthetic
AMD-BIN-0547,AMD-Z-30,Jamalpur,23.015468,72.586544,Jamalpur Ward,Underground Bin,500,910,Organic,2022-01-27,twice_daily,Astodia Crossing,33222,89,67,1,0,synthetic
AMD-BIN-0548,AMD-Z-30,Jamalpur,23.018074,72.587552,Jamalpur Ward,Skip Container,660,1200,Organic,2021-08-11,twice_daily,Jamalpur Bridge,35237,80,76,1,1,synthetic
AMD-BIN-0549,AMD-Z-30,Jamalpur,23.009005,72.579923,Jamalpur Ward,Twin Bin Set,150,270,Organic,2020-08-20,daily,Jamalpur Bridge,32053,79,67,1,0,synthetic
AMD-BIN-0550,AMD-Z-30,Jamalpur,23.018431,72.591652,Jamalpur Ward,Community Bin,500,910,Organic,2021-12-06,daily,Jamalpur Darwaja,39371,80,62,1,0,synthetic
AMD-BIN-0551,AMD-Z-30,Jamalpur,23.018473,72.586196,Jamalpur Ward,Community Bin,500,1250,Mixed,2022-08-22,twice_daily,Astodia Crossing,33914,80,60,1,0,synthetic
AMD-BIN-0552,AMD-Z-30,Jamalpur,23.016716,72.588992,Jamalpur Ward,Twin Bin Set,240,960,Dry,2022-11-07,daily,Jamalpur Vegetable Market,35938,86,66,1,0,synthetic
AMD-BIN-0553,AMD-Z-31,Dariyapur,23.037358,72.60325,Dariyapur Ward,Skip Container,1000,2500,Mixed,2024-09-27,twice_daily,Dariyapur Darwaja,34097,65,77,1,0,synthetic
AMD-BIN-0554,AMD-Z-31,Dariyapur,23.036861,72.605932,Dariyapur Ward,Community Bin,1000,2500,Mixed,2022-02-13,twice_daily,Kalupur Circle North,35127,68,80,1,0,synthetic
AMD-BIN-0555,AMD-Z-31,Dariyapur,23.034767,72.594859,Dariyapur Ward,Skip Container,1000,1820,Organic,2023-12-31,twice_daily,Dariyapur Market Lane,35177,57,64,1,0,synthetic
